TAGS,LEVEL,OMIT,NAME,LONGNAME,SEX,INCLUDE,PRE_CONDITIONS,CONDITIONS,OUTPAT_ICD,HD_MAINONLY,HD_ICD_10,HD_ICD_9,HD_ICD_8,HD_ICD_10_EXCL,HD_ICD_9_EXCL,HD_ICD_8_EXCL,COD_MAINONLY,COD_ICD_10,COD_ICD_9,COD_ICD_8,COD_ICD_10_EXCL,COD_ICD_9_EXCL,COD_ICD_8_EXCL,OPER_NOM,OPER_HL,OPER_HP1,OPER_HP2,KELA_REIMB,KELA_REIMB_ICD,KELA_ATC_NEEDOTHER,KELA_ATC,KELA_VNRO_NEEDOTHER,KELA_VNRO,CANC_TOPO,CANC_TOPO_EXCL,CANC_MORPH,CANC_MORPH_EXCL,CANC_BEHAV,Special
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_TRANSHYPOGAMMAINFANT,Trancient hypogammaglobulinemia of infancy,,,,,,,D807,$!$,$!$,,,,,D807,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_IMMUDEFANTIBODYNAS,Other and unspecified immunodeficiencies with predominantly antibody defects,,,,,,,D80[8-9],2790C|2790X,$!$,,,,,D80[8-9],2790C|2790X,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",3,,D3_COMBIMMUDEF,Combined immunodeficiencies,,D3_SCIDA|D3_SCIDB|D3_SCIDC|D3_ADA_DEF|D3_NEFELOF|D3_PNP_DEF|D3_COMPXI|D3_COMPXII|D3_OCID|D3_COMBIMMUDEFNAS,,,,,D81,,,,,,,D81,,,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_SCIDA,Severe combined immunodeficiency [SCID] with reticular dysgenesis,,,,,,,D810,$!$,$!$,,,,,D810,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_SCIDB,Severe combined immunodeficiency [SCID] with low T- and B-cell numbers,,,,,,,D811,$!$,$!$,,,,,D811,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_SCIDC,Severe combined immunodeficiency [SCID] with low or normal B-cell numbers,,,,,,,D812,$!$,$!$,,,,,D812,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_ADA_DEF,Adenosine deaminase [ADA] deficiency,,,,,,,D813,$!$,$!$,,,,,D813,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_NEFELOF,Nezelof syndrome,,,,,,,D814,$!$,$!$,,,,,D814,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_PNP_DEF,Purine nucleoside phosphorylase [PNP] deficiency,,,,,,,D815,$!$,$!$,,,,,D815,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_COMPXI,Major histocompatibility complex class I deficiency,,,,,,,D816,$!$,$!$,,,,,D816,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_COMPXII,Major histocompatibility complex class II deficiency,,,,,,,D817,$!$,$!$,,,,,D817,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_OCID,Other combined immunodeficiencies,,,,,,,D818,$!$,$!$,,,,,D818,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_COMBIMMUDEFNAS,"Combined immunodeficiency, unspecified",,,,,,,D819,2792A,$!$,,,,,D819,2792A,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",3,,D3_IMMUDEFWITHMAJORDEF,Immunodeficiency associated with other major defects,,D3_WISKOTTALDRICH|D3_DIGEORGE|D3_IMMUDEFSHORTLIMB|D3_IMMUDEFPOSTEBV|D3_HYPERIGESDR|D3_IMMUDEFMAJORDEFNAS,,,,,D82,,,,,,,D82,,,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_WISKOTTALDRICH,Wiskott-Aldrich syndrome,,,,,,,D820,$!$,$!$,,,,,D820,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_DIGEORGE,Di George syndrome,,,,,,,D821,2791A,$!$,,,,,D821,2791A,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_IMMUDEFSHORTLIMB,Immunodeficiency with short-limbed stature,,,,,,,D822,$!$,$!$,,,,,D822,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_IMMUDEFPOSTEBV,Immunodeficiency following hereditary defective response to Epstein-Barr virus,,,,,,,D823,$!$,$!$,,,,,D823,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_HYPERIGESDR,Hyperimmunoglobulin E [IgE] syndrome,,,,,,,D824,$!$,$!$,,,,,D824,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_IMMUDEFMAJORDEFNAS,"Immunodeficiency associated with other specified major defects, or unspecified",,,,,,,D82[8-9],$!$,$!$,,,,,D82[8-9],$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",3,,D3_CVID,Common variable immunodeficiency,,D3_CVID_BCELL|D3_CVID_TCELL|D3_CVID_BT_CELL_AB|D3_CVIDNAS,,,,,D83,,,,,,,D83,,,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_CVID_BCELL,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function,,,,,,,D830,$!$,$!$,,,,,D830,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_CVID_TCELL,Common variable immunodeficiency with predominant abnormalities of T-cell numbers and function,,,,,,,D831,2791X,$!$,,,,,D831,2791X,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_CVID_BT_CELL_AB,Common variable immunodeficiency with autoantibodies to B- or T-cells,,,,,,,D832,$!$,$!$,,,,,D832,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_CVIDNAS,Other or unspecified common variable immunodeficiency,,,,,,,D83[8-9],$!$,$!$,,,,,D83[8-9],$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",3,,D3_IMMUDEFOTHER,Other immunodeficiencies,,D3_LYMPHOANTIGEN1DEF|D3_COMPLEMENTDEF|D3_IMMUDEFNAS,,,,,D84,,,,,,,D84,,,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_LYMPHOANTIGEN1DEF,Lymphocyte function antigen-1 [LFA-1] defect,,,,,,,D840,$!$,$!$,,,,,D840,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_COMPLEMENTDEF,Defects in the complement system,,,,,,,D841,2798B,$!$,,,,,D841,2798B,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",4,,D3_IMMUDEFNAS,Other or unspecified immunodeficiency,,,,,,,D84[8-9],2793X,$!$,,,,,D84[8-9],2793X,$!$,,,,,,,,,,,,,,,,,,,
"#D3,#ASTHMA_CM,#COPD_CM,#ILD_CM",3,,D3_KELA_IMMUDEF,Kela reimbursement Agammaglobulinemia (D80-84),,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#ILD,#RHEUMA_CM",C,,E4_OBESITY,Obesity,,E4_OBESITYCAL|E4_OBESITYDRUG|E4_OBESITYXTRMALV|E4_OBESITYNAS,,,,,E66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#ILD,#RHEUMA_CM",3,,E4_OBESITYCAL,Obesity due to excess calories,,,,,,,E660,$!$,$!$,,,,,E660,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#ILD,#RHEUMA_CM",3,,E4_OBESITYDRUG,Drug-induced obesity,,,,,,,E661,$!$,$!$,,,,,E661,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#ILD,#RHEUMA_CM",3,,E4_OBESITYXTRMALV,Extreme obesity with alveolar hypoventilation,,,,,,,E662,2788A,$!$,,,,,E662,2788A,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#ILD,#RHEUMA_CM",3,,E4_OBESITYNAS,"Obesity, other/unspecified",,,,,,,E66[8-9],2780,27799,,,,,E66[8-9],2780,27799,,,,,,,,,,,,,,,,,,,
"#ASTHMA_CM,#COPD_CM",,,SNORING,Snoring,,,,,,,R065,$!$,$!$,,,,,R065,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#ASTHMA_CM,#COPD_CM,#COPD",,,VOCALCORDDYS,Vocal cord dysfunction,,,,,,,J383,$!$,$!$,,,,,J383,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#ASTHMA_CM,#COPD_CM,#COPD",,,TRACHEOBRONCHOMAL,Tracheo-bronchomalasia,,,,,,,J398,$!$,$!$,,,,,J398,$!$,$!$,,,,,,,,,,,,,,,,,,,
#ASTHMA_CM,,,ASTHMA_CVDMETABOCOMORB,"Co-morbidites, CVD and metabolic diseases",,I9_ISCHHEART|I9_CEREBVASC|SECONDRIGHT|I9_PAROXTAC|I9_AF|E4_DIABETES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",2,,I9_ISCHHEART,Ischemic heart diseases,,I9_ANGINA|I9_MI|I9_MI_STRICT|I9_MI_COMPLICATIONS|I9_POSTAMI|I9_CORATHER|I9_REVASC,,,,,I2[0-5],,,,,,,I2[0-5],,,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,I9_ANGINA,Angina pectoris,,,,,,,I20,413|411[0-1],413,,,,,I20,413|411[0-1],413,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,I9_MI_STRICT,"Myocardial infarction, strict",,,,,,YES,I21|I22,410,410,,,,YES,I21|I22,410,410,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,I9_MI,Myocardial infarction,,,,,,,I21|I22,410,410,,,,,I21|I22,410,410,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,I9_MI_COMPLICATIONS,Complications following myocardial infarction,,,,,,,I23,$!$,$!$,,,,,I23,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,I9_POSTAMI,Status post-ami,,,,,,,I253,412,412,,,,,I253,412,412,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,I9_CORATHER,Coronary atherosclerosis,,,,,,,I25|I24|Z951|T822,414|9960A,414,I253,,,,I25|I24|Z951|T822,414|9960A,414,I253,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",C,,I9_REVASC,Coronary revascularization (ANGIO or CABG),,I9_ANGIO|I9_CABG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,I9_ANGIO,Coronary angiopasty,,,,,,,,,,,,,,,,,,,,^FNF|^FNG|^TFN40|^FN1AT|^FN1BT|^FN1YT,,^82$|^83$|^84$,^AN2|^AN3|^AN4|^ANA|^ANB,,,,,,,,,,,,Special program code
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,I9_CABG,Coronary artery bypass grafting,,,,,,,,,,,,,,,,,,,,^FNA|^FNB|^FNC|^FND|^FNE,^5311$|^5312$|^5313$|^5314$|^5315$,^11$|^25$|^111$|^112$|^113$|^119$,^AA1|^AA2|^AA3|^AAX,,,,,,,,,,,,Special program code
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#GASTRO_CM,#ILD_CM,#NEURO_CM",2,,I9_CEREBVASC,Cerebrovascular diseases,,I9_SAH|I9_ICH|I9_OTHINTRACRA|I9_STR_EXH|I9_STENOSIS|I9_DISCER|I9_ANEURYSM|I9_ANEUR|I9_CERATHER|I9_PROGVASC|I9_HYPERTENC|I9_MOYAMO|I9_THROMBICV|I9_CEREBRART|I9_CEREBDOTH|I9_CEREBAMY|I9_SEQULAE,,,,,I6,,,,,,,I6,,,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",C,,I9_INTRACRA,Nontraumatic intracranial haemmorrhage,,I9_SAH|I9_ICH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,I9_SAH,Subarachnoid haemmorrhage,,,,,,,I60,430,430,,,,,I60,430,430,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,I9_ICH,Intracerebral haemmorrhage,,,,,,,I61,431,431,,,,,I61,431,431,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#DIAB_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,I9_OTHINTRACRA,Other intracranial haemorrhages,,,,,,,I62,$!$,$!$,,,,,I62,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",C,,I9_STR,"Stroke, excluding SAH",,,,,,,I61|I63|I64,431|4330A|4331A|4339A|4340A|4341A|4349A|436,431|433|434|436,I636,,43101|43191,,I61|I63|I64,431|4330A|4331A|4339A|4340A|4341A|4349A|436,431|433|434|436,I636,,43101|43191,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",C,,I9_STR_SAH,"Stroke, including SAH",,,,,,,I60|I61|I63|I64,430|431|4330A|4331A|4339A|4340A|4341A|4349A|436,430|431|433|434|436,I636,,43101|43191,,I60|I61|I63|I64,430|431|4330A|4331A|4339A|4340A|4341A|4349A|436,430|431|433|434|436,I636,,43101|43191,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#DIAB_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,I9_STR_EXH,"Ischaemic Stroke, excluding all haemorrhages",,,,,,,I63|I64,4330A|4331A|4339A|4340A|4341A|4349A|436,433|434|436,I636,,,,I63|I64,4330A|4331A|4339A|4340A|4341A|4349A|436,433|434|436,I636,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#GASTRO_CM,#ILD_CM,#NEURO_CM",3,,I9_STENOSIS,"Occlusion and stenosis of arteries, not leading to stroke",,,,,,,I66,4330X|4331X|4339X,$!$,,,,,I66,4330X|4331X|4339X,$!$,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#CARDIO,#GASTRO_CM,#NEURO_CM",C,,I9_SAHANEUR,"Aneurysms, operations, SAH",,I9_ANEUR|I9_ANEURYSM|I9_SAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#GASTRO_CM,#NEURO_CM",3,,I9_DISCER,"Dissection of cerebral arteries, nonruptured",,,,,,,I670,$!$,$!$,,,,,I670,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#CARDIO,#GASTRO_CM,#NEURO_CM",3,,I9_ANEURYSM,"Cerebral aneurysm, nonruptured",,,,,,,I671,4373,$!$,,,,,I671,4373,$!$,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#CARDIO,#GASTRO_CM,#NEURO_CM",3,,I9_ANEUR,Endovascular or surgical operations to intracerebral aneurysms,,,,,,,,,,,,,,,,,,,,^AAC0|^AAC1|^AAC9|^AAL0,^2161|^2162|^2163|^2164|^2165|^2169|^2160|^2166|^2167|^2168,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#CARDIO,#NEURO_CM",3,,I9_CERATHER,Cerebral atherosclerosis,,,,,,,I672,4370,437,,,,,I672,4370,437,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#CARDIO,#GASTRO_CM,#NEURO_CM",3,,I9_PROGVASC,Progressive vascular leukoencephalopathy,,,,,,,I673,$!$,$!$,,,,,I673,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#CARDIO,#GASTRO_CM,#NEURO_CM",3,,I9_HYPERTENC,Hypertensive encephalopathy,,,,,,,I674,4372,$!$,,,,,I674,4372,$!$,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#GASTRO_CM,#NEURO_CM",3,,I9_MOYAMO,Moyamoya,,,,,,,I675,4375,$!$,,,,,I675,4375,$!$,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#CARDIO,#GASTRO_CM,#NEURO_CM",3,,I9_THROMBICV,Nonpyogenic thrombosis of intracranial venous system,,,,,,,I676,4376,$!$,,,,,I676,4376,$!$,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#CARDIO,#GASTRO_CM,#NEURO_CM",3,,I9_CEREBRART,Cerebral arteritis,,,,,,,I677|I68[1-2],4374,$!$,,,,,I677|I68[1-2],4374,$!$,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#GASTRO_CM,#NEURO_CM",3,,I9_CEREBDOTH,"Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere",,,,,,,I67[8-9]|I688,436|4371|4378X,438,,,,,I67[8-9]|I688,436|4371|4378X,438,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#GASTRO_CM,#NEURO_CM",3,,I9_CEREBAMY,Cerebral amyloid angiopathy,,,,,,,I680,$!$,$!$,,,,,I680,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#GASTRO_CM,#NEURO_CM",3,,I9_SEQULAE,Sequelae of cerebrovascular disease,,,,,,,I69,438,$!$,,,,,I69,438,$!$,,,,,,,,,,,,,,,,,,,
"#F5,#ASTHMA_CM,#COPD,#ILD_CM,#NEURO",3,,F5_VASCDEM,Vascular dementia,,,,,,,F01,4378,$!$,,,,,F01,4378,$!$,,,,,,,,,,,,,,,,,,,
"#ASTHMA_CM,#COPD_CM,#ILD",,,SECONDRIGHT,Secondary right heart disease,,,,,,,I27,416,426,,,,,I27,416,426,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#ILD_CM,#NEURO_CM",4,,I9_PAROXTAC,Paroxysmal tachycardia,,,,,,,I47,427[0-2],4275,,,,,I47,427[0-2],4275,,,,,,,,,,,,,,,,,,,
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#ILD_CM,#NEURO_CM",4,,I9_AF,Atrial fibrillation and flutter,,I9_E_DRONE,,,,,I48,4273,42792,,,,,I48,4273,42792,,,,,,,,207|351,I48,,,,,,,,,,Discussed w/ Teemu Niiranen
"#I9,#ASTHMA_CM,#COPD_CM,#CARDIO,#ILD_CM,#NEURO_CM",4,,I9_E_DRONE,Dronedarone medication,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,Discussed w/ Teemu Niiranen
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#ILD_CM,#NEURO_CM",2,,E4_DIABETES,Diabetes mellitus,,E4_DM1|E4_DM2|E4_DMNAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM",C,,E4_DM1,Type 1 diabetes,,E4_DM1COMA|E4_DM1KETO|E4_DM1REN|E4_DM1OPTH|E4_DM1NEU|E4_DM1PERIPH|E4_DM1NASCOMP|E4_DM1NOCOMP,,,,,E10,,,,,,,E10,,,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM",C,,E4_DM1_STRICT,"Type 1 diabetes, strict (exclude DM2)",,E4_DM1COMA|E4_DM1KETO|E4_DM1REN|E4_DM1OPTH|E4_DM1NEU|E4_DM1PERIPH|E4_DM1NASCOMP|E4_DM1NOCOMP,,!E4_DM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM",3,,E4_DM1COMA,Type 1 diabetes with coma,,,,,,,E100,2502B,$!$,,,,,E100,2502B,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM",3,,E4_DM1KETO,Type 1 diabetes with ketoacidosis,,,,,,,E101,2501B,$!$,,,,,E101,2501B,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM",3,,E4_DM1REN,Type 1 diabetes with renal complications,,,,,,,E102,2503B,$!$,,,,,E102,2503B,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM",3,,E4_DM1OPTH,Type 1 diabetes with ophthalmic complications,,,,,,,E103,2504B,$!$,,,,,E103,2504B,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM",3,,E4_DM1NEU,Type 1 diabetes with neurological complications,,,,,,,E104,2505B,$!$,,,,,E104,2505B,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM",3,,E4_DM1PERIPH,Type 1 diabetes with peripheral circulatory complications,,,,,,,E105,2506B,$!$,,,,,E105,2506B,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM",3,,E4_DM1NASCOMP,Type 1 diabetes with other specified/multiple/unspecified complications,,,,,,,E10[6-8],2507B|2508B,$!$,,,,,E10[6-8],2507B|2508B,$!$,,,,,,,,ANY,E10,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM",3,,E4_DM1NOCOMP,Type 1 diabetes without complications,,,,,,,E109,2500B,$!$,,,,,E109,2500B,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",C,,E4_DM2,Type 2 diabetes,,E4_DM2COMA|E4_DM2KETO|E4_DM2REN|E4_DM2OPTH|E4_DM2NEU|E4_DM2PERIPH|E4_DM2NASCOMP|E4_DM2NOCOMP,,,,,E11,,,,,,,E11,,,,,,,,,,,,,A10B,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",C,,E4_DM2_STRICT,"Type 2 diabetes, strict (exclude DM1)",,E4_DM2COMA|E4_DM2KETO|E4_DM2REN|E4_DM2OPTH|E4_DM2NEU|E4_DM2PERIPH|E4_DM2NASCOMP|E4_DM2NOCOMP,,!E4_DM1,,,,,,,,,,,,,,,,,,,,,,,A10B,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,E4_DM2COMA,Type 2 diabetes with coma,,,,,,,E110,2502A,$!$,,,,,E110,2502A,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,E4_DM2KETO,Type 2 diabetes with ketoacidosis,,,,,,,E111,2501A,$!$,,,,,E111,2501A,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,E4_DM2REN,Type 2 diabetes with renal complications,,,,,,,E112,2503A,$!$,,,,,E112,2503A,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#ASTHMA_CM,#COPD_CM,#DIAB,#OPHTAL_CM,#GASTRO_CM,#ILD_CM,#NEURO_CM,#RHEUMA_CM",3,,E4_DM2OPTH,Type 2 diabetes with ophthalmic complications,,,,,,,E113,2504A,$!$,,,,,E113,2504A,$!$,,,,,,,,,,,,,,,,,,,
