TAGS,LEVEL,OMIT,NAME,LONGNAME,SEX,INCLUDE,PRE_CONDITIONS,CONDITIONS,OUTPAT_ICD,HD_MAINONLY,HD_ICD_10_ATC,HD_ICD_10,HD_ICD_9,HD_ICD_8,HD_ICD_10_EXCL,HD_ICD_9_EXCL,HD_ICD_8_EXCL,COD_MAINONLY,COD_ICD_10,COD_ICD_9,COD_ICD_8,COD_ICD_10_EXCL,COD_ICD_9_EXCL,COD_ICD_8_EXCL,OPER_NOM,OPER_HL,OPER_HP1,OPER_HP2,KELA_REIMB,KELA_REIMB_ICD,KELA_ATC_NEEDOTHER,KELA_ATC,KELA_VNRO_NEEDOTHER,KELA_VNRO,CANC_TOPO,CANC_TOPO_EXCL,CANC_MORPH,CANC_MORPH_EXCL,CANC_BEHAV,Special,version,PARENT,Latin
#AB1,3,,AB1_ANOGENITAL_HERPES_SIMPLEX,Anogenital herpesviral [herpes simplex] infection,,,,,,,,A60,0541A,5402,,,,,A60,0541A,5402,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_SEXUAL_TRANSMISSION_NOS,"Other predominantly sexually transmitted diseases, not elsewhere classified",,,,,,,,A6[3-4],09[9],09[9],,099[1-2],099[1-2],,,,,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,2,,AB1_OTHER_SPIROCHAETAL,Other spirochaetal diseases,,AB1_SYPHILIS_NONVENEREAL|AB1_YAWNS|AB1_PINTA|AB1_RELAP_FEVER|AB1_SPIROCHE_OTHER,,,,,,A6[5-9],104|08[7-7],08[8-9],,,,,A6[5-9],104|08[7-7],08[8-9],,,,,,,,,,,,,,,,,,,,DF2,,
#AB1,3,,AB1_SYPHILIS_NONVENEREAL,Nonvenereal syphilis,,,,,,,,A65,1040A,1040,,,,,A65,1040A,1040,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_YAWNS,Yaws,,,,,,,,A66,$!$,$!$,,,,,A66,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_PINTA,Pinta [carate],,,,,,,,A67,$!$,$!$,,,,,A67,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_RELAP_FEVER,Relapsing fevers,,,,,,,,A68,08[7],08[8],,,,,A68,08[7],$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_SPIROCHE_OTHER,"Spirochaetal infections, other/unspecified",,,,,,,,A69,10[4],10[4],,1040A,1040,,A69,10[4],10[4],,1040A,1040,,,,,,,,,,,,,,,,,DF5,,
#AB1,2,,AB1_OTHER_CHLAMYDIAE,Other diseases caused by chlamydiae,,AB1_CHLAMYDIA_PSITACCI|AB1_TRACHOMA|AB1_GHLAMY_OTHER,,,,,,A7[0-4],073|076,073|076,,,,,A7[0-4],073|076,073|076,,,,,,,,,,,,,,,,,,,,DF2,,
#AB1,3,,AB1_CHLAMYDIA_PSITACCI,Chlamydia psittaci infection,,,,,,,,A70,$!$,$!$,,,,,A70,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_TRACHOMA,Trachoma,,,,,,,,A71,0760A,07[6-7],,,,,A71,0760A,07[6-7],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_GHLAMY_OTHER,Other diseases caused by chlamydiae,,,,,,,,A74,07[6],$!$,,0760A,,,A74,07[6],$!$,,0760A,,,,,,,,,,,,,,,,,,DF5,,
#AB1,2,,AB1_RICKETTSIOSES,Rickettsioses,,AB1_TYPHUS_FEVER|AB1_SPOTTED_FEVER|AB1_Q_FEVER|AB1_OTHER_RICEKTTSIOSES,,,,,,A7[5-9],08[2-3],08[0-3],,,,,A7[5-9],08[2-3],08[0-3],,,,,,,,,,,,,,,,,,,,DF2,,
#AB1,3,,AB1_TYPHUS_FEVER,Typhus fever,,,,,,,,A75,08[0-1],08[0],,,,,A75,08[0-1],08[0],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_SPOTTED_FEVER,Spotted fever [tick-borne rickettsioses],,,,,,,,A77,0820A,08[1],,,,,A77,0820A,08[1],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_Q_FEVER,Q fever,,,,,,,,A78,$!$,$!$,,,,,A78,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_OTHER_RICEKTTSIOSES,Other rickettsioses,,,,,,,,A79,08[2],08[2],,0820A,,,A79,08[2],08[2],,0820A,,,,,,,,,,,,,,,,,,DF5,,
#AB1,2,,AB1_VIRAL_CNS,Viral infections of the central nervous system,,AB1_POLIOMYELITIS|AB1_ATYPICAL_CNS_VIRUS|AB1_RABIES|AB1_MOSQUITO_VIRAL_CNS|AB1_TICK_BORNE_ENCEPHALITIS|AB1_VIRAL_ENCEPHALITIS_NOS|AB1_VIRAL_MENINGITIS|AB1_VIRAN_CNS_INFECTIONS_NOS,,,,,,A8[0-9],04[5-9]|071|06[2-4],04[0-3]|06[2-5]|071,,,,,A8[0-9],04[5-9]|071|06[2-4],04[0-3]|06[2-5]|071,,,,,,,,,,,,,,,,,,,,DF2,,
#AB1,3,,AB1_POLIOMYELITIS,Acute poliomyelitis,,,,,,,,A80,04[5],04[0-5],,,,,A80,04[5],04[0-5],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_ATYPICAL_CNS_VIRUS,Atypical virus infections of central nervous system,,,,,,,,A81,$!$,04[5-],,,,,A81,$!$,04[5-],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_RABIES,Rabies,,,,,,,,A82,07[1],07[1],,,,,A82,07[1],07[1],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_MOSQUITO_VIRAL_CNS,Mosquito-borne viral encephalitis,,,,,,,,A83,06[2],06[2],,,,,A83,06[2],06[2],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_TICK_BORNE_ENCEPHALITIS,Tick-borne viral encephalitis,,,,,,,,A84,06[3],06[3],,,,,A84,06[3],06[3],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_VIRAL_ENCEPHALITIS_NOS,"Viral encephalitis, not elsewhere classified/unspecified",,,,,,,,A8[5-6],06[4],06[4],,,,,A8[5-6],06[4],06[4],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_VIRAL_MENINGITIS,Viral meningitis,,,,,,,,A87,04[7],04[5],,,,,A87,04[7],04[5],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_VIRAN_CNS_INFECTIONS_NOS,"Viral infections of central nervous system, not elsewhere classified/unspecified",,,,,,,,A8[8-9],04[6|9],04[6],,,,,A8[8-9],04[6|9],04[6],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,2,,AB1_ARTHROPOD,Arthropod-borne viral fevers and viral haemorrhagic fevers,,AB1_DENGUE_FEVER|AB1_DENGUE_HEMORR|AB1_OTHER_MOSQUITO_FEVER|AB1_ANTHRO_VIRAL_FEVER_NOS|AB1_YELLOW_FEVER|AB1_ARENAVIRAL_FEVER|AB1_DENGUE|AB1_VIRAL_HEMOR_FEVER_NOS,,,,,,A9[0-9],06[5-6]|078[6-7],06[1|7-8],,,,,A9[0-9],06[5-6]|078[6-7],06[1|7-8],,,,,,,,,,,,,,,,,,,,DF2,,
#AB1,3,,AB1_DENGUE_FEVER,Dengue fever [classical dengue],,,,,,,,A90,06[1],06[1],,,,,A90,06[1],06[1],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_DENGUE_HEMORR,Dengue haemorrhagic fever,,,,,,,,A91,$!$,$!$,,,,,A91,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_OTHER_MOSQUITO_FEVER,Other mosquito-borne viral fevers,,,,,,,,A9[2-3],06[6],06[7],,,,,A9[2-3],06[6],06[7],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_ANTHRO_VIRAL_FEVER_NOS,Unspecified arthropod-borne viral fever,,,,,,,,A94,$!$,$!$,,,,,A94,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_YELLOW_FEVER,Yellow fever,,,,,,,,A95,$!$,$!$,,,,,A95,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_ARENAVIRAL_FEVER,Arenaviral haemorrhagic fever,,,,,,,,A96,$!$,$!$,,,,,A96,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_DENGUE,Dengue,,,,,,,,A97,$!$,$!$,,,,,A97,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_VIRAL_HEMOR_FEVER_NOS,"Viral haemorrhagic fevers, not elsewhere classified/unspecified",,,,,,,,A9[8-9],06[6],06[7],,,,,A9[8-9],06[6],06[7],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,2,,AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,Viral infections characterized by skin and mucous membrane lesions,,AB1_HERPES_SIMPLEX|AB1_VARICELLA|AB1_ZOSTER|AB1_SMALLPOS|AB1_MONKEYPOS|AB1_MEASLES|AB1_RUBELLA|AB1_VIRAL_WARTS|AB1_VIRAL_SKIN_NOS,,,,,,B0[0-9],078[0-4],079[0-1],,0781C|0785|078[7-8],,,B0[0-9],078[0-4],079[0-1],,0781C|0785|078[7-8],,,,,,,,,,,,,,,,,,DF2,,
#AB1,3,,AB1_HERPES_SIMPLEX,Herpesviral [herpes simplex] infections,,,,,,,,B00,05[4],05[4],,0541A,0540[2],,B00,05[4],05[4],,0541A,0540[2],,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_VARICELLA,Varicella [chickenpox],,,,,,,,B01,05[2],05[2],,,,,B01,05[2],05[2],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_ZOSTER,Zoster [herpes zoster],,,,,,,,B02,05[3],05[3],,,,,B02,05[3],05[3],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_SMALLPOS,Smallpox,,,,,,,,B03,05[0],05[0],,,,,B03,05[0],05[0],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_MONKEYPOS,Monkeypox,,,,,,,,B04,$!$,$!$,,,,,B04,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_MEASLES,Measles,,,,,,,,B05,05[5],05[5],,,,,B05,05[5],05[5],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_RUBELLA,Rubella [German measles],,,,,,,,B06,05[6],05[6],,,,,B06,05[6],05[6],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_VIRAL_WARTS,Viral warts,,,,,,,,B07,0781[A|B],051,,,,,B07,0781[A|B],051,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_VIRAL_SKIN_NOS,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",,,,,,,,B0[8-9],05[7],05[7],,,,,B0[8-9],05[7],05[7],,,,,,,,,,,,,,,,,,,,DF5,,
"#AB1,#GASTRO_CM",2,,AB1_VIRAL_HEPATITIS,Viral hepatitis,,AB1_HEPATITIS_A|AB1_HEPATITIS_B|AB1_HEPATITIS_OTHER_VIRAL,,,,,,B1[5-9],07[0],07[0-0],,,,,B1[5-9],07[0-0],07[0-0],,,,,,,,,,,,,,,,,,,,DF2,,
"#AB1,#GASTRO_CM",3,,AB1_HEPATITIS_A,Acute hepatitis A,,,,,,,,B15,070[0-1],$!$,,,,,B15,070[0-1],$!$,,,,,,,,,,,,,,,,,,,,DF2,B15-B19,Hepatitis A acuta
"#AB1,#GASTRO_CM",3,,AB1_HEPATITIS_B,Acute hepatitis B,,,,,,,,B16,070[2-3],$!$,,,,,B16,070[2-3],$!$,,,,,,,,,,,,,,,,,,,,DF2,B15-B19,Hepatitis B acuta
"#AB1,#GASTRO_CM",3,,AB1_HEPATITIS_OTHER_VIRAL,Other  viral hepatitis,,,,,,,,B1[7-9],070[4-9],$!$,,,,,B17,070[4-9],$!$,,,,,,,,,,,,,,,,,,,,DF2,B15-B19,Alia hepatitis viralis acuta
#AB1,2,,AB1_HIV,Human immunodeficiency virus [HIV] disease,,AB1_HIV_INFECT_PARASITES|AB1_HIV_MALIGNANT|AB1_OTHER_DISEASE|AB1_OTHER_CONDITIONS|AB1_HIV_NOS,,,,,,B2[0-4],0788A|0788B|0788C,$!$,,,,,B2[0-4],0788A|0788B|0788C,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
#AB1,3,,AB1_HIV_INFECT_PARASITES,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,,,,,,,,B20,$!$,$!$,,,,,B20,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_HIV_MALIGNANT,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,,,,,,,,B21,$!$,$!$,,,,,B21,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_OTHER_DISEASE,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,,,,,,,,B22,$!$,$!$,,,,,B22,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_OTHER_CONDITIONS,Human immunodeficiency virus [HIV] disease resulting in other conditions,,,,,,,,B23,$!$,$!$,,,,,B23,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_HIV_NOS,Unspecified human immunodeficiency virus [HIV] disease,,,,,,,,B24,0788A|0788B|0788C,$!$,,,,,B24,0788A|0788B|0788C,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,2,,AB1_OTHER_VIRAL,Other viral diseases,,AB1_CMV|AB1_MUMPS|AB1_EBV|AB1_VIRAAL_CONJUNCT|AB1_VIRAL_NOS,,,,,,B2[5-9]|B3[0-4],078[5-5]|078[7-8],075|079[2-9],,,,,B2[5-9]|B3[0-4],078[5-5]|078[7-8],075|079[2-9],,,,,,,,,,,,,,,,,,,,DF2,,
#AB1,3,,AB1_CMV,Cytomegaloviral disease,,,,,,,,B25,078[5],079[5],,,,,B25,078[5],079[5],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_MUMPS,Mumps,,,,,,,,B26,07[2],07[2],,,,,B26,07[2],07[2],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_EBV,Infectious mononucleosis,,,,,,,,B27,07[5],07[5],,,,,B27,07[5],07[5],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_VIRAAL_CONJUNCT,Viral conjunctivitis,,,,,,,,B30,07[7],07[8],,,,,B30,07[7],07[8],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_VIRAL_NOS,"Other viral diseases, not elsewhere classified",,,,,,,,B3[3-4],07[8],07[6|9],,,,,B3[3-4],07[8],07[6|9],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,2,,AB1_MYCOSES,Mycoses,,AB1_DERMATOPHYTOSIS|AB1_OTHER_SUPERF_MYCOSIS|AB1_CANDIDIASIS|AB1_COCCIDIOIDOMYCOSIS|AB1_HISTOPLASMOSIS|AB1_BLASTOMYCOSIS|AB1_PARACOCCIDIOIDOMYCOSIS|AB1_SPOROTRICHOSIS|AB1_CHROMOMYCOCIS|AB1_ASPERGILLOSIS|AB1_CRYPTOCOCCOSIS|AB1_ZYGOMYCOSIS|AB1_MYCETOMA|AB1_MYSOSIS_NOS,,,,,,B3[5-9]|B4[0-9],11[0-8],11[0-7],,,,,B3[5-9]|B4[0-9],11[0-8],11[0-7],,,,,,,,,,,,,,,,,,,,DF2,,
#AB1,3,,AB1_DERMATOPHYTOSIS,Dermatophytosis,,,,,,,,B35,110,110,,,,,B35,110,110,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_OTHER_SUPERF_MYCOSIS,Other superficial mycoses,,,,,,,,B36,111,111,,,,,B36,111,111,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_CANDIDIASIS,Candidiasis,,,,,,,,B37,112,112,,,,,B37,112,112,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_COCCIDIOIDOMYCOSIS,Coccidioidomycosis,,,,,,,,B38,114,114,,,,,B38,114,114,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_HISTOPLASMOSIS,Histoplasmosis,,,,,,,,B39,115,115,,,,,B39,115,115,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_BLASTOMYCOSIS,Blastomycosis,,,,,,,,B40,116,116,,,,,B40,116,116,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_PARACOCCIDIOIDOMYCOSIS,Paracoccidioidomycosis,,,,,,,,B41,$!$,$!$,,,,,B41,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_SPOROTRICHOSIS,Sporotrichosis,,,,,,,,B42,1171A,1171,,,,,B42,1171A,1171,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_CHROMOMYCOCIS,Chromomycosis and phaeomycotic abscess,,,,,,,,B43,1172,1172,,,,,B43,1172,1172,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_ASPERGILLOSIS,Aspergillosis,,,,,,,,B44,1173,1173,,,,,B44,1173,1173,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_CRYPTOCOCCOSIS,Cryptococcosis,,,,,,,,B45,1175A,$!$,,,,,B45,1175A,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_ZYGOMYCOSIS,Zygomycosis,,,,,,,,B46,$!$,$!$,,,,,B46,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_MYCETOMA,Mycetoma,,,,,,,,B47,1174,$!$,,,,,B47,1174,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_MYSOSIS_NOS,"Other mycoses, not elsewhere classified/unspecified",,,,,,,,B4[8-9],11[7-9],117,,117[1-5],117[1-3],,B4[8-9],11[7-9],117,,117[1-5],117[1-3],,,,,,,,,,,,,,,,,DF5,,
#AB1,2,,AB1_PROTOZOAL,Protozoal diseases,,AB1_MALARIA|AB1_LEISHMANIASIS|AB1_AFRICAN_TRYPANOSOMIASIS|AB1_CHAGA|AB1_TOXOPLASMOSIS|AB1_PNEUMOCYSTOSIS|AB1_PROTOZOAL_NOS,,,,,,B5[0-9]|B6[0-4],08[4-6]|130|136[3-4]|0889,08[6-7]|130|084|13601,,,,,B5[0-9]|B6[0-4],08[4-6]|130|136[3-4]|0889,08[6-7]|130|084|13601,,,,,,,,,,,,,,,,,,,,DF2,,
#AB1,,,AB1_MALARIA,Malaria,,AB1_MALARIA_FALCIPARIUM|AB1_MALARIA_VIVAX|AB1_MALARIA_MALARIAE|AB1_MALARIA_NOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,4,,AB1_MALARIA_FALCIPARIUM,Plasmodium falciparum malaria,,,,,,,,B50,084[0],084[0],,,,,B50,084[0],084[0],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,4,,AB1_MALARIA_VIVAX,Plasmodium vivax malaria,,,,,,,,B51,084[1],084[1],,,,,B51,084[1],084[1],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,4,,AB1_MALARIA_MALARIAE,Plasmodium malariae malaria,,,,,,,,B52,$!$,$!$,,,,,B52,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,4,,AB1_MALARIA_NOS,Other parasitologically confirmed or unspecified malaria,,,,,,,,B5[3-4],08[4],08[4],,084[0-1],084[0-1],,B5[3-4],08[4],08[4],,084[0-1],084[0-1],,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_LEISHMANIASIS,Leishmaniasis,,,,,,,,B55,08[5],08[5],,,,,B55,08[5],08[5],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_AFRICAN_TRYPANOSOMIASIS,African trypanosomiasis,,,,,,,,B56,086[3-9],08[7],,,,,B56,086[3-9],08[7],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_CHAGA,Chagas' disease,,,,,,,,B57,086[0-2],08[6],,,,,B57,086[0-2],08[6],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_TOXOPLASMOSIS,Toxoplasmosis,,,,,,,,B58,130,130,,,,,B58,130,130,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_PNEUMOCYSTOSIS,Pneumocystosis,,,,,,,,B59,1363,13601,,,,,B59,1363,13601,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_PROTOZOAL_NOS,"Other protozoal diseases, not elsewhere classified/unspecified",,,,,,,,B60,$!$,$!$,,,,,B60,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,2,,AB1_HELMINTIASES,Helminthiases,,,,,,,,B6[5-9]|B7[0-9]|B8[0-3],12[0-3],12[0-9]|13602,,,,,B6[5-9]|B7[0-9]|B8[0-3],12[0-3],12[0-9]|13602,,,,,,,,,,,,,,,,,,,,DF2,,
#AB1,3,,AB1_SCHISTOSOMIASIS,Schistosomiasis [bilharziasis],,AB1_SCHISTOSOMIASIS|AB1_OTHER_FLUKE|AB1_ECHINOCOCCOSIS|AB1_TAENIASIS|AB1_CYSTICERCOSIS|AB1_DIPHYLO_AND_SPARGANOSIS|AB1_OTHER_CESTODE|AB1_DRACUNCULIASIS|AB1_ONCHOCERCIASIS|AB1_FILARIASIS|AB1_TRICHINELLOSIS|AB1_HOOKWORM|AB1_ASCARIASIS|AB1_STRONGYLOIDIASIS|AB1_TRICHURIASIS|AB1_ENTEROBIASIS|AB1_INT_HELMINTIASES_NOS|AB1_HELMINTHIASES_NOS,,,,,,B65,120,120,,,,,B65,120,120,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_OTHER_FLUKE,Other fluke infections,,,,,,,,B66,121,121,,,,,B66,121,121,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_ECHINOCOCCOSIS,Echinococcosis,,,,,,,,B67,122,122,,,,,B67,122,122,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_TAENIASIS,Taeniasis,,,,,,,,B68,123[0|2-3],123[0|2-3],,,,,B68,123[0|2-3],123[0|2-3],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_CYSTICERCOSIS,Cysticercosis,,,,,,,,B69,1231,1231,,,,,B69,1231,1231,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_DIPHYLO_AND_SPARGANOSIS,Diphyllobothriasis and sparganosis,,,,,,,,B70,1235,1235,,,,,B70,1235,1235,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_OTHER_CESTODE,Other cestode infections,,,,,,,,B71,123[8-9],123[4|6|9],,,,,B71,123[8-9],123[4|6|9],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_DRACUNCULIASIS,Dracunculiasis,,,,,,,,B72,1257,$!$,,,,,B72,1257,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_ONCHOCERCIASIS,Onchocerciasis,,,,,,,,B73,1253,$!$,,,,,B73,1253,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_FILARIASIS,Filariasis,,,,,,,,B74,125,125,,125[3|7],,,B74,125,125,,125[3|7],,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_TRICHINELLOSIS,Trichinellosis,,,,,,,,B75,124,124,,,,,B75,124,124,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_HOOKWORM,Hookworm diseases,,,,,,,,B76,126,126,,,,,B76,126,126,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_ASCARIASIS,Ascariasis,,,,,,,,B77,1270,1270,,,,,B77,1270,1270,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_STRONGYLOIDIASIS,Strongyloidiasis,,,,,,,,B78,1272,1271,,,,,B78,1272,1271,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_TRICHURIASIS,Trichuriasis,,,,,,,,B79,1273,1272,,,,,B79,1273,1272,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_ENTEROBIASIS,Enterobiasis,,,,,,,,B80,1274,$!$,,,,,B80,1274,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_INT_HELMINTIASES_NOS,"Intestinal helminthiases, other/unspecified",,,,,,,,B81,127[7-9],1279,,,,,B81,127[7-9],1279,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_HELMINTHIASES_NOS,Other helminthiases,,,,,,,,B83,128,1289,,,,,B83,128,1289,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,2,,AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST,"Pediculosis, acariasis and other infestations",,AB1_PEDICULOSIS_AND_PHTHIRIAASIS|AB1_SCABIES|AB1_MYIASIS|AB1_OTHER_INFESTATIONS|AB1_PARASITIC_NOS,,,,,,B8[5-9],13[2-4],13[2-4],,,,,B8[5-9],13[2-4],13[2-4],,,,,,,,,,,,,,,,,,,,DF2,,
#AB1,3,,AB1_PEDICULOSIS_AND_PHTHIRIAASIS,Pediculosis and phthiriasis,,,,,,,,B85,13[2-3],13[2-3],,1330A,13[3-4]0,,B85,13[2-3],13[2-3],,1330A,13[3-4]0,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_SCABIES,Scabies,,,,,,,,B86,1330A,1330,,,,,B86,1330A,1330,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_MYIASIS,Myiasis,,,,,,,,B87,1340A,1340,,,,,B87,1340A,1340,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_OTHER_INFESTATIONS,Other infestations,,,,,,,,B88,134,1299,,1340A,,,B88,134,1299,,1340A,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_PARASITIC_NOS,Unspecified parasitic disease,,,,,,,,B89,136,136,,1361A,,,B89,136,136,,1361A,,,,,,,,,,,,,,,,,,DF5,,
#AB1,2,,AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES,Sequelae of infectious and parasitic diseases,,AB1_SEQULAE_TUBERCU|AB1_SEQULAE_POLIO|AB1_SEQULAE_LEPROSY|AB1_SEQULAE_INF_NOS,,,,,,B9[0-4],13[7-9],019|044|066,,,,,B9[0-4],13[7-9],019|044|066,,,,,,,,,,,,,,,,,,,,DF2,,
#AB1,3,,AB1_SEQULAE_TUBERCU,Sequelae of tuberculosis,,,,,,,,B90,137,01[9],,,,,B90,137,01[9],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_SEQULAE_POLIO,Sequelae of poliomyelitis,,,,,,,,B91,138,04[4],,,,,B91,138,04[4],,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_SEQULAE_LEPROSY,Sequelae of leprosy,,,,,,,,B92,$!$,$!$,,,,,B92,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF5,,
#AB1,3,,AB1_SEQULAE_INF_NOS,Sequelae of other and unspecified infectious and parasitic diseases,,,,,,,,B94,139,066|079|074,,,,,B94,139,066|079|074,,,,,,,,,,,,,,,,,,,,DF5,,
