query	term	label	source	quality	action
Benign neoplasm of brain and other parts of central nervous system (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0007199	central nervous system tuberculosis	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Brain, supratentorial	http://www.ebi.ac.uk/efo/EFO_1000107	Benign Brain Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Brain, supratentorial (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0002071	supratentorial cancer	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of breast	http://purl.obolibrary.org/obo/MONDO_0000620	breast benign neoplasm	EFO OBO	match	
Benign neoplasm of breast (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0000620	breast benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Bronchus and lung	http://purl.obolibrary.org/obo/MONDO_0001672	bronchus cancer	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Bronchus and lung (other cancers excluded from controls)					
Benign neoplasm: Caecum	http://www.ebi.ac.uk/efo/EFO_0009255	cecal neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Caecum (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Choroid	http://purl.obolibrary.org/obo/MONDO_0021487	benign neoplasm of choroid	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Choroid (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0021487	benign neoplasm of choroid	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Colon	http://purl.obolibrary.org/obo/MONDO_0002278	benign colon neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Colon (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0002278	benign colon neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Colon, unspecified	http://purl.obolibrary.org/obo/MONDO_0002278	benign colon neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Colon, unspecified (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0002278	benign colon neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of colon, rectum, anus and anal canal	http://www.ebi.ac.uk/efo/EFO_0003835	anal neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of colon, rectum, anus and anal canal (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0003835	anal neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Conjunctiva	http://www.ebi.ac.uk/efo/EFO_1000110	Benign Conjunctival Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Conjunctiva (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000110	Benign Conjunctival Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Other benign neoplasms of connective and other soft tissue	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Other benign neoplasms of connective and other soft tissue (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Connective and other soft tissue of head, face and neck					
Benign neoplasm: Connective and other soft tissue of head, face and neck (other cancers excluded from controls)					
Benign neoplasm: Connective and other soft tissue of lower limb, including hip	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Connective and other soft tissue of lower limb, including hip (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Connective and other soft tissue, unspecified	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Connective and other soft tissue, unspecified (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Cranial nerves	http://www.ebi.ac.uk/efo/EFO_0002431	tumour of cranial and spinal nerves	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Cranial nerves (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002431	tumour of cranial and spinal nerves	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Descending colon	http://purl.obolibrary.org/obo/MONDO_0002278	benign colon neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Descending colon (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0002278	benign colon neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Duodenum	http://www.ebi.ac.uk/efo/EFO_1000907	duodenal benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Duodenum (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000907	duodenal benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Middle ear, nasal cavity and accessory sinuses					
Benign neoplasm: Middle ear, nasal cavity and accessory sinuses (other cancers excluded from controls)					
Benign neoplasm of middle ear and respiratory system	http://purl.obolibrary.org/obo/MONDO_0021666	ear infection	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of middle ear and respiratory system (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0021666	ear infection	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of other and unspecified endocrine glands	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of other and unspecified endocrine glands (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasms (other cancers excluded from controls)					
Benign neoplasm of eye and adnexa	http://www.ebi.ac.uk/efo/EFO_0009546	eye adnexa disease	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of eye and adnexa (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0009546	eye adnexa disease	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of other and unspecified female genital organs	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of other and unspecified female genital organs (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Haemangioma and lymphangioma, any site					
Haemangioma and lymphangioma, any site (other cancers excluded from controls)					
Haemangioma, any site					
Haemangioma, any site (other cancers excluded from controls)					
Benign neoplasm: Kidney	http://www.ebi.ac.uk/efo/EFO_1000111	Benign Kidney Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Kidney (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000111	Benign Kidney Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Larynx	http://purl.obolibrary.org/obo/MONDO_0002354	benign laryngeal neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Larynx (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0002354	benign laryngeal neoplasm	OLS API EFO lookup	fuzzy	check if valid
Leiomyoma of uterus	http://purl.obolibrary.org/obo/HP_0000131	Uterine leiomyoma	OLS API EFO lookup	fuzzy	check if valid
Leiomyoma of uterus (other cancers excluded from controls)	http://purl.obolibrary.org/obo/HP_0000131	Uterine leiomyoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Lip	http://purl.obolibrary.org/obo/MONDO_0021496	benign neoplasm of lip	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm	http://purl.obolibrary.org/obo/MONDO_0044983	benign lipomatous neoplasm	EFO OBO	match	
Benign lipomatous neoplasm (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0044983	benign lipomatous neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm of other sites/unspecified	http://purl.obolibrary.org/obo/MONDO_0044983	benign lipomatous neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm of other sites/unspecified (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck					
Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck (other cancers excluded from controls)					
Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs	http://www.ebi.ac.uk/efo/EFO_1000707	hemangioma of subcutaneous tissue	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000707	hemangioma of subcutaneous tissue	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk	http://www.ebi.ac.uk/efo/EFO_1000707	hemangioma of subcutaneous tissue	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000707	hemangioma of subcutaneous tissue	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Lip (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0021496	benign neoplasm of lip	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Liver	http://www.ebi.ac.uk/efo/EFO_1001513	liver neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Liver (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1001513	liver neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Liver/bile ducts	http://purl.obolibrary.org/obo/MONDO_0024477	liver and intrahepatic bile duct neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Liver/bile ducts (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1001513	liver neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of male genital organs	http://www.ebi.ac.uk/efo/EFO_0007355	male reproductive organ cancer	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of male genital organs (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0007355	male reproductive organ cancer	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi	http://www.ebi.ac.uk/efo/EFO_0009675	melanocytic nevus	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000493	Primary Melanocytic Lesion of Meninges	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of eyelid, including canthus					
Melanocytic naevi of eyelid, including canthus (other cancers excluded from controls)					
Melanocytic naevi of other and unspecified parts of face	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of other and unspecified parts of face (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of lip	http://www.ebi.ac.uk/efo/EFO_0009675	melanocytic nevus	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of lip (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000493	Primary Melanocytic Lesion of Meninges	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of lower limb, including hip					
Melanocytic naevi of lower limb, including hip (other cancers excluded from controls)					
Melanocytic naevi, other sites/unspecified	http://www.ebi.ac.uk/efo/EFO_0009675	melanocytic nevus	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi, other sites/unspecified (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000493	Primary Melanocytic Lesion of Meninges	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of scalp and neck	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of scalp and neck (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of trunk	http://www.ebi.ac.uk/efo/EFO_0009675	melanocytic nevus	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of trunk (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000493	Primary Melanocytic Lesion of Meninges	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of upper limb, including shoulder					
Melanocytic naevi of upper limb, including shoulder (other cancers excluded from controls)					
Benign neoplasm of meninges	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Cerebral meninges	http://www.ebi.ac.uk/efo/EFO_1000109	Benign Childhood Cerebral Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Cerebral meninges (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000109	Benign Childhood Cerebral Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of meninges (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Beningn neoplasm: Meninges, unspecified	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Beningn neoplasm: Meninges, unspecified (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Other and unspecified parts of mouth	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Other and unspecified parts of mouth (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of mouth and pharynx					
Benign neoplasm of mouth and pharynx (other cancers excluded from controls)					
Benign neoplasm: Other/unspecified site	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Other/unspecified site (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Oesophagus	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Oesophagus (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of other and ill-defined parts of digestive system					
Benign neoplasm of other and ill-defined parts of digestive system (other cancers excluded from controls)					
Benign neoplasm of other and unspecified sites	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of other and unspecified sites (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of ovary	http://purl.obolibrary.org/obo/MONDO_0000646	ovarian benign neoplasm	EFO OBO	match	
Benign neoplasm of ovary (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0000646	ovarian benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Pancreas	http://purl.obolibrary.org/obo/MONDO_0021470	benign neoplasm of pancreas	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Pancreas (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0021470	benign neoplasm of pancreas	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Parotid gland	http://www.ebi.ac.uk/efo/EFO_0003873	parotid neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Parotid gland (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0003873	parotid neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Peripheral nerves and autonomic nervous system					
Benign neoplasm: Peripheral nerves and autonomic nervous system (other cancers excluded from controls)					
Benign neoplasm: Pituitary gland, craniopharyngeal duct	http://purl.obolibrary.org/obo/MONDO_0021439	benign neoplasm of pituitary gland	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Pituitary gland, craniopharyngeal duct (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0003257	posterior pituitary gland neoplasm	OLS API EFO lookup	fuzzy	check if valid
