phenocode	name	n_cases	n_controls	path_bucket	path_https
C3_DIGESTIVE_ORGANS_EXALLC	Malignant neoplasm of digestive organs (other cancers excluded from controls)	4298	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_DIGESTIVE_ORGANS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_DIGESTIVE_ORGANS_EXALLC.gz
C3_DLBCL	Diffuse large B-cell lymphoma	176	176723	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_DLBCL.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_DLBCL.gz
C3_DLBCL_EXALLC	Diffuse large B-cell lymphoma (other cancers excluded from controls)	176	147281	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_DLBCL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_DLBCL_EXALLC.gz
C3_ENDOCRINE	Malignant neoplasm of endocrine gland	870	176029	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_ENDOCRINE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_ENDOCRINE.gz
C3_ENDOCRINE_EXALLC	Malignant neoplasm of endocrine gland (other cancers excluded from controls)	870	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_ENDOCRINE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_ENDOCRINE_EXALLC.gz
C3_EYE_ADNEXA	Malignant neoplasm of eye and adnexa	127	176772	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_EYE_ADNEXA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_EYE_ADNEXA.gz
C3_EYE_ADNEXA_EXALLC	Malignant neoplasm of eye and adnexa (other cancers excluded from controls)	127	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_EYE_ADNEXA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_EYE_ADNEXA_EXALLC.gz
C3_EYE_BRAIN_NEURO	Malignant neoplasm of eye, brain and central nervous system	1160	175739	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_EYE_BRAIN_NEURO.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_EYE_BRAIN_NEURO.gz
C3_EYE_BRAIN_NEURO_EXALLC	Malignant neoplasm of eye, brain and central nervous system (other cancers excluded from controls)	1160	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_EYE_BRAIN_NEURO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_EYE_BRAIN_NEURO_EXALLC.gz
C3_FEMALE_GENITAL	malignant neoplasm of female genital organs	2994	97367	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_FEMALE_GENITAL.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_FEMALE_GENITAL.gz
C3_FEMALE_GENITAL_EXALLC	malignant neoplasm of female genital organs (other cancers excluded from controls)	2994	83817	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_FEMALE_GENITAL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_FEMALE_GENITAL_EXALLC.gz
C3_KIDNEY_NOTRENALPELVIS	Malignant neoplasm of kidney, except renal pelvis	775	176124	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_KIDNEY_NOTRENALPELVIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_KIDNEY_NOTRENALPELVIS.gz
C3_KIDNEY_NOTRENALPELVIS_EXALLC	Malignant neoplasm of kidney, except renal pelvis (other cancers excluded from controls)	775	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_KIDNEY_NOTRENALPELVIS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_KIDNEY_NOTRENALPELVIS_EXALLC.gz
C3_LARYNX	Malignant neoplasm of larynx	144	176755	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_LARYNX.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_LARYNX.gz
C3_LARYNX_EXALLC	Malignant neoplasm of larynx (other cancers excluded from controls)	144	147176	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_LARYNX_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_LARYNX_EXALLC.gz
C3_LIP_ORAL_PHARYNX	Malignant neoplasm of lip, oral cavity and pharynx	110	176789	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_LIP_ORAL_PHARYNX.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_LIP_ORAL_PHARYNX.gz
C3_LIP_ORAL_PHARYNX_EXALLC	Malignant neoplasm of lip, oral cavity and pharynx (other cancers excluded from controls)	110	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_LIP_ORAL_PHARYNX_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_LIP_ORAL_PHARYNX_EXALLC.gz
C3_LIVER_INTRAHEPATIC3_BILE_DUCTS_EXALLC	Malignant neoplasm of liver and intrahepatic bile ducts (other cancers excluded from controls)	238	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_LIVER_INTRAHEPATIC3_BILE_DUCTS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_LIVER_INTRAHEPATIC3_BILE_DUCTS_EXALLC.gz
C3_LIVER_INTRAHEPATIC_BILE_DUCTS	Malignant neoplasm of liver and intrahepatic bile ducts	266	176633	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_LIVER_INTRAHEPATIC_BILE_DUCTS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_LIVER_INTRAHEPATIC_BILE_DUCTS.gz
C3_LIVER_INTRAHEPATIC_BILE_DUCTS_EXALLC	Malignant neoplasm of liver and intrahepatic bile ducts (other cancers excluded from controls)	266	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_LIVER_INTRAHEPATIC_BILE_DUCTS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_LIVER_INTRAHEPATIC_BILE_DUCTS_EXALLC.gz
C3_LUNG_NONSMALL	Non-small cell lung cancer	999	175900	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_LUNG_NONSMALL.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_LUNG_NONSMALL.gz
C3_LUNG_NONSMALL_EXALLC	Non-small cell lung cancer (other cancers excluded from controls)	999	146591	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_LUNG_NONSMALL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_LUNG_NONSMALL_EXALLC.gz
C3_LYMPHNODES_SECONDARY_NAS	Secondary and unspecified malignant neoplasm of lymph nodes	811	176088	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_LYMPHNODES_SECONDARY_NAS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_LYMPHNODES_SECONDARY_NAS.gz
C3_LYMPHNODES_SECONDARY_NAS_EXALLC	Secondary and unspecified malignant neoplasm of lymph nodes (other cancers excluded from controls)	811	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_LYMPHNODES_SECONDARY_NAS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_LYMPHNODES_SECONDARY_NAS_EXALLC.gz
C3_MALE_GENITAL	malignant neoplasm of male genital organs	4945	71593	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_MALE_GENITAL.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_MALE_GENITAL.gz
C3_MALE_GENITAL_EXALLC	malignant neoplasm of male genital organs (other cancers excluded from controls)	4945	63465	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_MALE_GENITAL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_MALE_GENITAL_EXALLC.gz
C3_MENINGES	Malignant neoplasm of meninges	513	176386	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_MENINGES.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_MENINGES.gz
C3_MENINGES_EXALLC	Malignant neoplasm of meninges (other cancers excluded from controls)	513	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_MENINGES_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_MENINGES_EXALLC.gz
C3_MESOTHELIOMA	Mesothelioma	100	176799	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_MESOTHELIOMA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_MESOTHELIOMA.gz
C3_MESOTHELIOMA_EXALLC	Mesothelioma (other cancers excluded from controls)	100	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_MESOTHELIOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_MESOTHELIOMA_EXALLC.gz
C3_MESTOTHEL_SOFTTISSUE	Melignant neoplasm of mesothelium and soft tissue	384	176515	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_MESTOTHEL_SOFTTISSUE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_MESTOTHEL_SOFTTISSUE.gz
C3_MESTOTHEL_SOFTTISSUE_EXALLC	Melignant neoplasm of mesothelium and soft tissue (other cancers excluded from controls)	384	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_MESTOTHEL_SOFTTISSUE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_MESTOTHEL_SOFTTISSUE_EXALLC.gz
C3_NSCLC_ADENO	Non-small cell lung cancer, adenocarcinoma	475	176424	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_NSCLC_ADENO.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_NSCLC_ADENO.gz
C3_NSCLC_ADENO_EXALLC	Non-small cell lung cancer, adenocarcinoma (other cancers excluded from controls)	475	146940	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_NSCLC_ADENO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_NSCLC_ADENO_EXALLC.gz
C3_NSCLC_SQUAM	Non-small cell lung cancer, squamous	290	176609	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_NSCLC_SQUAM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_NSCLC_SQUAM.gz
C3_NSCLC_SQUAM_EXALLC	Non-small cell lung cancer, squamous (other cancers excluded from controls)	290	147064	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_NSCLC_SQUAM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_NSCLC_SQUAM_EXALLC.gz
C3_OESOPHAGUS	Malignant neoplasm of oesophagus	193	176706	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_OESOPHAGUS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_OESOPHAGUS.gz
C3_OESOPHAGUS_EXALLC	Malignant neoplasm of oesophagus (other cancers excluded from controls)	193	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_OESOPHAGUS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_OESOPHAGUS_EXALLC.gz
C3_OTHER_SKIN	Other malignant neoplasms of skin (=non-melanoma skin cancer)	8431	168468	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_OTHER_SKIN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_OTHER_SKIN.gz
C3_OTHER_SKIN_EXALLC	Other malignant neoplasms of skin (=non-melanoma skin cancer) (other cancers excluded from controls)	8431	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_OTHER_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_OTHER_SKIN_EXALLC.gz
C3_OVARY	Malignant neoplasm of ovary	604	99757	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_OVARY.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_OVARY.gz
C3_OVARY_EXALLC	Malignant neoplasm of ovary (other cancers excluded from controls)	604	83817	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_OVARY_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_OVARY_EXALLC.gz
C3_PANCREAS	Malignant neoplasm of pancreas	519	176380	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_PANCREAS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_PANCREAS.gz
C3_PANCREAS_EXALLC	Malignant neoplasm of pancreas (other cancers excluded from controls)	519	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_PANCREAS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_PANCREAS_EXALLC.gz
C3_PROSTATE	Malignant neoplasm of prostate	4754	71784	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_PROSTATE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_PROSTATE.gz
C3_PROSTATE_EXALLC	Malignant neoplasm of prostate (other cancers excluded from controls)	4754	63465	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_PROSTATE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_PROSTATE_EXALLC.gz
C3_RECTOSIGMOID_JUNCTION	Malignant neoplasm of rectosigmoid junction	152	176747	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_RECTOSIGMOID_JUNCTION.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_RECTOSIGMOID_JUNCTION.gz
C3_RECTOSIGMOID_JUNCTION_EXALLC	Malignant neoplasm of rectosigmoid junction (other cancers excluded from controls)	152	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_RECTOSIGMOID_JUNCTION_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_RECTOSIGMOID_JUNCTION_EXALLC.gz
C3_RECTUM	Malignant neoplasm of rectum	884	176015	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_RECTUM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_RECTUM.gz
C3_RECTUM_EXALLC	Malignant neoplasm of rectum (other cancers excluded from controls)	884	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_RECTUM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_RECTUM_EXALLC.gz
C3_RESPIRATORY_INTRATHORACIC	Malignant neoplasm of respiratory system and intrathoracic organs	1703	175196	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_RESPIRATORY_INTRATHORACIC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_RESPIRATORY_INTRATHORACIC.gz
C3_RESPIRATORY_INTRATHORACIC_EXALLC	Malignant neoplasm of respiratory system and intrathoracic organs (other cancers excluded from controls)	1703	146121	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_RESPIRATORY_INTRATHORACIC_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_RESPIRATORY_INTRATHORACIC_EXALLC.gz
C3_SCLC	Small cell lung cancer	155	176744	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_SCLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_SCLC.gz
C3_SCLC_EXALLC	Small cell lung cancer (other cancers excluded from controls)	155	147152	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_SCLC_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_SCLC_EXALLC.gz
C3_SECONDARY_NAS	Secondary malignant neoplasm of other and unspecified sites	123	176776	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_SECONDARY_NAS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_SECONDARY_NAS.gz
C3_SECONDARY_NAS_EXALLC	Secondary malignant neoplasm of other and unspecified sites (other cancers excluded from controls)	123	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_SECONDARY_NAS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_SECONDARY_NAS_EXALLC.gz
C3_SECONDARY_WITHOUT_SITESPEC	Malignant neoplasm, without specification of site	325	176574	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_SECONDARY_WITHOUT_SITESPEC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_SECONDARY_WITHOUT_SITESPEC.gz
C3_SECONDARY_WITHOUT_SITESPEC_EXALLC	Malignant neoplasm, without specification of site (other cancers excluded from controls)	325	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_SECONDARY_WITHOUT_SITESPEC_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_SECONDARY_WITHOUT_SITESPEC_EXALLC.gz
C3_SKIN	Malignant neoplasm of skin	8433	168466	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_SKIN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_SKIN.gz
C3_SKIN_EXALLC	Malignant neoplasm of skin (other cancers excluded from controls)	8433	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_SKIN_EXALLC.gz
C3_SMALL_INTESTINE	Malignant neoplasm of small intestine	207	176692	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_SMALL_INTESTINE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_SMALL_INTESTINE.gz
C3_SMALL_INTESTINE_EXALLC	Malignant neoplasm of small intestine (other cancers excluded from controls)	207	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_SMALL_INTESTINE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_SMALL_INTESTINE_EXALLC.gz
C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS	Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system	167	176732	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS.gz
C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_EXALLC	Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system (other cancers excluded from controls)	167	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_EXALLC.gz
C3_STOMACH	Malignant neoplasm of stomach	506	176393	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_STOMACH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_STOMACH.gz
C3_STOMACH_EXALLC	Malignant neoplasm of stomach (other cancers excluded from controls)	506	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_STOMACH_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_STOMACH_EXALLC.gz
C3_TESTIS	Malignant neoplasm of testis	160	76378	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_TESTIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_TESTIS.gz
C3_TESTIS_EXALLC	Malignant neoplasm of testis (other cancers excluded from controls)	160	63465	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_TESTIS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_TESTIS_EXALLC.gz
C3_THYROID_GLAND	Malignant neoplasm of thyroid gland	811	176088	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_THYROID_GLAND.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_THYROID_GLAND.gz
C3_THYROID_GLAND_EXALLC	Malignant neoplasm of thyroid gland (other cancers excluded from controls)	811	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_THYROID_GLAND_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_THYROID_GLAND_EXALLC.gz
C3_UNCERTAIN_SECONDARY	Secondary uncertain malignant neoplasm	1313	175586	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_UNCERTAIN_SECONDARY.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_UNCERTAIN_SECONDARY.gz
C3_UNCERTAIN_SECONDARY_EXALLC	Secondary uncertain malignant neoplasm (other cancers excluded from controls)	1313	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_UNCERTAIN_SECONDARY_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_UNCERTAIN_SECONDARY_EXALLC.gz
C3_URINARY_TRACT	Malignant neoplasm of urinary organs	1708	175191	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_URINARY_TRACT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_URINARY_TRACT.gz
C3_URINARY_TRACT_EXALLC	Malignant neoplasm of urinary organs (other cancers excluded from controls)	1708	147282	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_URINARY_TRACT_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_URINARY_TRACT_EXALLC.gz
C3_VULVA	Malignant neoplasm of vulva	105	100256	gs://finngen-public-data-r4/summary_stats/finngen_R4_C3_VULVA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_C3_VULVA.gz
