query	term	label	source	quality	action
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism					
Neoplasms	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	match	
Interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	interstitial lung disease	EFO OBO	match	
ILD medications: azathioprine					
ILD-related co-morbidities					
ILD medications: prednisolone, methylprednisolone, prednisone					
ILD Co-morbidites, CVD and metabolic diseases					
ILD differential diagnosis					
Interstitial lung disease endpoints	http://www.ebi.ac.uk/efo/EFO_0004244	interstitial lung disease	OLS API EFO lookup	fuzzy	check if valid
Diagnoses used for exclusion with ILD					
ILD, hospital admissions					
ILD, hospital admissions 1					
ILD, hospital admission 2					
ILD, hospital admissions 3					
ILD medications: immunosuppressive drugs	http://www.ebi.ac.uk/efo/EFO_0010051	response to immunosuppressant	OLS API EFO lookup	fuzzy	check if valid
ILD-related respiratory insufficiency	http://purl.obolibrary.org/obo/HP_0002093	Respiratory insufficiency	OLS API EFO lookup	fuzzy	check if valid
Autoimmune diseases related-to ILD	http://www.ebi.ac.uk/efo/EFO_1000870	CNS demyelinating autoimmune disease	OLS API EFO lookup	fuzzy	check if valid
All influenza (not pneumonia)	http://www.ebi.ac.uk/efo/EFO_0007541	viral pneumonia	OLS API EFO lookup	fuzzy	check if valid
Insulin medication					
Insulin, fast-acting	http://www.ebi.ac.uk/efo/EFO_0002756	fasting	OLS API EFO lookup	fuzzy	check if valid
Insulin, intermediate and long-acting	http://www.ebi.ac.uk/efo/EFO_0001070	folate deficiency	OLS API EFO lookup	fuzzy	check if valid
Insulin, fast-acting or short human	http://www.ebi.ac.uk/efo/EFO_0004807	short sleep	OLS API EFO lookup	fuzzy	check if valid
Insuling, fast-acting (human)	http://www.ebi.ac.uk/efo/EFO_0002756	fasting	OLS API EFO lookup	fuzzy	check if valid
Invasive ventilation	http://www.ebi.ac.uk/efo/EFO_0008431	maximal voluntary ventilation	OLS API EFO lookup	fuzzy	check if valid
Idiopathic pulmonary fibrosis (attempt to specificity)	http://www.ebi.ac.uk/efo/EFO_0009448	pulmonary fibrosis	OLS API EFO lookup	fuzzy	check if valid
Endocrine, nutritional and metabolic diseases	http://www.ebi.ac.uk/efo/EFO_1001067	nutritional deficiency disease	OLS API EFO lookup	fuzzy	check if valid
Diseases of the circulatory system	http://www.ebi.ac.uk/efo/EFO_0000319	cardiovascular disease	OLS API EFO lookup	match	
Certain infectious and parasitic diseases	http://www.ebi.ac.uk/efo/EFO_0001067	parasitic infection	OLS API EFO lookup	fuzzy	check if valid
Unspecified acute lower respiratory infection	http://www.ebi.ac.uk/efo/EFO_0009433	Unspecified acute lower respiratory infection	Zooma API lookup	match	
Acute upper respiratory infections of multiple and unspecified sites	http://www.ebi.ac.uk/efo/EFO_0000684	Acute upper respiratory infections of multiple and unspecified sites	Zooma API lookup	match	
Asthma	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	EFO OBO	match	
Asthma/COPD (KELA buy)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Asthma	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	EFO OBO	match	
Asthma	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	EFO OBO	match	
Asthma (more excluded)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Bronchitis, not specified as acute or chronic	http://www.ebi.ac.uk/efo/EFO_1000178	Chronic Eosinophilic Leukemia, Not Otherwise Specified	OLS API EFO lookup	fuzzy	check if valid
Bronchiectasis	http://purl.obolibrary.org/obo/HP_0002110	bronchiectasis	OT Zooma Mappings	match	
Acute bronchiolitis	http://purl.obolibrary.org/obo/HP_0011950	Bronchiolitis	OLS API EFO lookup	fuzzy	check if valid
Acute bronchitis	http://www.ebi.ac.uk/efo/EFO_0009661	bronchitis	OLS API EFO lookup	match	
Unspecified chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0006505	chronic bronchitis	OLS API EFO lookup	fuzzy	check if valid
Chronic laryngitis and laryngotracheitis	http://www.ebi.ac.uk/efo/EFO_0007227	croup	OLS API EFO lookup	fuzzy	check if valid
Chronic rhinitsi, nasopharyngitis and pharyngitis	http://purl.obolibrary.org/obo/MONDO_0002258	pharyngitis	OLS API EFO lookup	fuzzy	check if valid
Chronic sinusitis	http://www.ebi.ac.uk/efo/EFO_0007486	chronic sinusitis	Zooma API lookup	match	
Chronic diseases of tonsils and adenoids	http://www.ebi.ac.uk/efo/EFO_0007352	Chronic diseases of tonsils and adenoids	Zooma API lookup	match	
Acute nasopharyngitis(common cold)	http://www.ebi.ac.uk/efo/EFO_0007214	common cold	OLS API EFO lookup	fuzzy	check if valid
COPD	http://www.ebi.ac.uk/efo/EFO_0000341	COPD	Zooma API lookup	match	
Other chronic obstructive pulmonary disease	http://www.ebi.ac.uk/efo/EFO_0000341	Other chronic obstructive pulmonary disease	Zooma API lookup	match	
Emphysema	http://www.ebi.ac.uk/efo/EFO_0000464	emphysema	EFO OBO	match	
Lung diseases due to external agents	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease	OLS API EFO lookup	fuzzy	check if valid
All influenza					
Influenza and pneumonia	http://www.ebi.ac.uk/efo/EFO_0007541	viral pneumonia	OLS API EFO lookup	fuzzy	check if valid
Other respiratory diseases principally affecting the interstitium	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease	OLS API EFO lookup	fuzzy	check if valid
Acute laryngitis and tracheitis					
Chronic lower respiratory diseases	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease	OLS API EFO lookup	fuzzy	check if valid
Other acute lower respiratory infections	http://purl.obolibrary.org/obo/HP_0002788	Recurrent upper respiratory tract infections	OLS API EFO lookup	fuzzy	check if valid
Nasal polyp	http://www.ebi.ac.uk/efo/EFO_1000391	Nasal polyp	Zooma API lookup	match	
Suppurative and necrotic conditions of lower respiratory tract					
Other insterstitial pulmonary diseases	http://www.ebi.ac.uk/efo/EFO_0001361	pulmonary arterial hypertension	OLS API EFO lookup	fuzzy	check if valid
Peritonsillar abscess	http://www.ebi.ac.uk/efo/EFO_0007429	peritonsillar abscess	EFO OBO	match	
Acute pharyngitis	http://www.ebi.ac.uk/efo/EFO_0009657	Acute pharyngitis	Zooma API lookup	match	
Other diseases of pleura					
Pleural effusion	http://www.ebi.ac.uk/efo/EFO_0009637	pleural effusion	OLS API EFO lookup	match	
Other pleural conditions	http://www.ebi.ac.uk/efo/EFO_0009637	pleural effusion	OLS API EFO lookup	fuzzy	check if valid
Pleural plaque	http://www.ebi.ac.uk/efo/EFO_0007646	amyloid plaque accumulation rate	OLS API EFO lookup	fuzzy	check if valid
Bacterial pneumoniae	http://www.ebi.ac.uk/efo/EFO_1001272	bacterial pneumonia	OLS API EFO lookup	fuzzy	check if valid
Bacterial pneumonia, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease	OLS API EFO lookup	fuzzy	check if valid
Pneumonia, organism unsepcified					
All pneumoniae					
Pneumonitis due to solids and liquids	http://www.ebi.ac.uk/efo/EFO_1001871	acquired cold urticaria	OLS API EFO lookup	fuzzy	check if valid
Pneumonia due to Streptococcus pneumoniae	http://www.ebi.ac.uk/efo/EFO_0000772	Pneumonia due to Streptococcus pneumoniae	Zooma API lookup	match	
Pneumonia (excl. viral and due to other infectious organisms not elsewhere classified)	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
Pneumothorax	http://purl.obolibrary.org/obo/HP_0002107	pneumothorax	Zooma API lookup	match	
Pyothorax	http://www.ebi.ac.uk/efo/EFO_0009680	Pyothorax	Zooma API lookup	match	
Other respiratory disorders and diseases	http://www.ebi.ac.uk/efo/EFO_1001840	respiratory paralysis	OLS API EFO lookup	fuzzy	check if valid
Diseases of the respiratory system	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease	OLS API EFO lookup	match	
Other diseases of the respiratory system	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease	OLS API EFO lookup	fuzzy	check if valid
Deviated nasal septum	http://purl.obolibrary.org/obo/HP_0004411	Deviated nasal septum	OLS API HP exact lookup	match	check if in OT
Simple and mucoplurulent chronic bronchitis					
Acute sinusitis	http://www.ebi.ac.uk/efo/EFO_0007486	Acute sinusitis	Zooma API lookup	match	
Other and unspecified tonssillitis	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other diseases of upper respiratory tract	http://www.ebi.ac.uk/efo/EFO_0000684	Other diseases of upper respiratory tract	Zooma API lookup	match	
Acute upper respiratory infections	http://purl.obolibrary.org/obo/HP_0002788	Recurrent upper respiratory tract infections	OLS API EFO lookup	fuzzy	check if valid
Vasomotor and allergic rhinitis					
Viral pneumonia	http://www.ebi.ac.uk/efo/EFO_0007541	viral pneumonia	EFO OBO	match	
Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified					
Juvenile arthritis (FINNGEN)	http://www.ebi.ac.uk/efo/EFO_1001999	systemic juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Juvenile arthritis related co-morbidities	http://www.ebi.ac.uk/efo/EFO_0009732	enthesitis-related juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Abscess of anal and rectal regions	http://purl.obolibrary.org/obo/HP_0005224	Abscess of anal and rectal regions	Zooma API lookup	match	
Acute gastritis	http://www.ebi.ac.uk/efo/EFO_0000217	gastritis	EFO OBO	match	
Acute pancreatitis	http://www.ebi.ac.uk/efo/EFO_1000652	acute pancreatitis	EFO OBO	match	
Intestinal adhesions without obstruction	http://purl.obolibrary.org/obo/MONDO_0004565	intestinal obstruction	OLS API EFO lookup	fuzzy	check if valid
Alcoholic liver disease	http://www.ebi.ac.uk/efo/EFO_0008573	Alcoholic liver disease	Zooma API lookup	match	
Acute appendicitis	http://www.ebi.ac.uk/efo/EFO_0007149	appendicitis	EFO OBO	match	
Diseases of appendix	http://www.ebi.ac.uk/efo/EFO_1000088	Appendix Adenocarcinoma	OLS API EFO lookup	fuzzy	check if valid
Other appendicitis	http://www.ebi.ac.uk/efo/EFO_0007149	appendicitis	OLS API EFO lookup	fuzzy	check if valid
Barret oesophagus					
Other diseases of biliary tract	http://www.ebi.ac.uk/efo/EFO_0009534	Other diseases of biliary tract	Zooma API lookup	match	
Cholangitis (sclerosing)	http://www.ebi.ac.uk/efo/EFO_0004268	sclerosing cholangitis	OLS API EFO lookup	fuzzy	check if valid
Chlocystitis					
Cholelithiasis	http://www.ebi.ac.uk/efo/EFO_0004799	cholelithiasis	EFO OBO	match	
Chronic gastritis	http://www.ebi.ac.uk/efo/EFO_0000337	chronic gastritis	EFO OBO	match	
Chronic hepatitis, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease	OLS API EFO lookup	fuzzy	check if valid
Chronic pancreatitis	http://www.ebi.ac.uk/efo/EFO_0000342	chronic pancreatitis	EFO OBO	match	
Coeliac disease	http://www.ebi.ac.uk/efo/EFO_0001060	celiac disease	OLS API EFO lookup	match	
Crohn disease	http://www.ebi.ac.uk/efo/EFO_0000384	Crohn disease	Zooma API lookup	match	
Diaphragmatic hernia	http://www.ebi.ac.uk/efo/EFO_0008561	Diaphragmatic hernia	Zooma API lookup	match	
Other diseases of liver	http://www.ebi.ac.uk/efo/EFO_0001421	Other diseases of liver	Zooma API lookup	match	
Diverticular disease of intestine	http://www.ebi.ac.uk/efo/EFO_1001460	Diverticular disease of intestine	Zooma API lookup	match	
Duodenal ulcer	http://www.ebi.ac.uk/efo/EFO_0004607	duodenal ulcer	EFO OBO	match	
Noninfective enteritis and colitis	http://www.ebi.ac.uk/efo/EFO_0000384	Crohn's disease	OLS API EFO lookup	fuzzy	check if valid
Femoral hernia	http://www.ebi.ac.uk/efo/EFO_1001791	femoral hernia	EFO OBO	match	
Fibrosis and chirrhosis of liver					
Fissure and fistula of anal and rectal regions	http://purl.obolibrary.org/obo/HP_0012390	Fissure and fistula of anal and rectal regions	Zooma API lookup	match	
Functional dyspepsia	http://www.ebi.ac.uk/efo/EFO_0008533	dyspepsia	OLS API EFO lookup	fuzzy	check if valid
Disorders of gallbladder, biliary tract and pancreas	http://www.orpha.net/ORDO/Orphanet_183548	Genetic visceral malformation of the liver, biliary tract, pancreas or spleen	OLS API EFO lookup	fuzzy	check if valid
Other diseases of gallbladder	http://www.ebi.ac.uk/efo/EFO_0003832	Other diseases of gallbladder	Zooma API lookup	match	
Gastroduodenal ulcer					
GI-bleeding	http://purl.obolibrary.org/obo/HP_0002239	Gastrointestinal hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Gastrointestinal diseases	http://www.ebi.ac.uk/efo/EFO_0000405	digestive system disease	OLS API EFO lookup	match	
Gastric ulcer	http://www.ebi.ac.uk/efo/EFO_0009454	Gastric ulcer	Zooma API lookup	match	
Haemmorrhoids and perianal venous thrombosis					
Hepatic failure, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease	OLS API EFO lookup	fuzzy	check if valid
Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	inguinal hernia	Zooma API lookup	match	
Hernia	http://purl.obolibrary.org/obo/HP_0100790	Hernia	OLS API EFO lookup	match	
Inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	inflammatory bowel disease	EFO OBO	match	
Irritable bowel syndrome	http://www.ebi.ac.uk/efo/EFO_0000555	irritable bowel syndrome	EFO OBO	match	
Paralytic ileus and intestinal obstruction	http://purl.obolibrary.org/obo/HP_0004401	Meconium ileus	OLS API EFO lookup	fuzzy	check if valid
Other diseases of intestines	http://www.ebi.ac.uk/efo/EFO_0009431	Other diseases of intestine	Zooma API lookup	match	
IBD patients in KELA-register	http://www.ebi.ac.uk/efo/EFO_1001994	Scleroderma Polymyositis Overlap Syndrome	OLS API EFO lookup	fuzzy	check if valid
Diseases of liver	http://www.ebi.ac.uk/efo/EFO_0001421	liver disease	OLS API EFO lookup	fuzzy	check if valid
Intestinal malabsorbtion	http://www.ebi.ac.uk/efo/EFO_0005632	intestinal necrosis	OLS API EFO lookup	fuzzy	check if valid
Oesophagitis	http://purl.obolibrary.org/obo/HP_0100633	Oesophagitis	Zooma API lookup	match	
Oesophageal obstruction	http://www.ebi.ac.uk/efo/EFO_1000908	duodenal obstruction	OLS API EFO lookup	fuzzy	check if valid
Diseases of oesophagus, stomach and duodenum	http://www.ebi.ac.uk/efo/EFO_1001451	X-Linked Combined Immunodeficiency Diseases	OLS API EFO lookup	fuzzy	check if valid
Ulcer of oesophagus					
Other diseases of anus and rectum	http://www.ebi.ac.uk/efo/EFO_0009685	Other diseases of anus and rectum	Zooma API lookup	match	
Other diseases of the digestive system	http://www.ebi.ac.uk/efo/EFO_0000405	digestive system disease	OLS API EFO lookup	fuzzy	check if valid
Other diseases of the digestive system	http://www.ebi.ac.uk/efo/EFO_0000405	digestive system disease	OLS API EFO lookup	fuzzy	check if valid
Other diseases of oesophagus	http://www.ebi.ac.uk/efo/EFO_0009544	Other diseases of oesophagus	Zooma API lookup	match	
Other diseases of stomach and duodenum	http://www.ebi.ac.uk/efo/EFO_0000405	Other diseases of stomach and duodenum	Zooma API lookup	match	
Other noninfective gastroenteritis and colitis	http://www.ebi.ac.uk/efo/EFO_1001463	gastroenteritis	OLS API EFO lookup	fuzzy	check if valid
Other functional intestinal disroders	http://www.ebi.ac.uk/efo/EFO_0000405	digestive system disease	OLS API EFO lookup	fuzzy	check if valid
Other gastritis (incl. Duodenitis)	http://www.ebi.ac.uk/efo/EFO_0000217	gastritis	OLS API EFO lookup	fuzzy	check if valid
Other or unspecified ileus, impaction or obstruction	http://purl.obolibrary.org/obo/MONDO_0004567	ileus	OLS API EFO lookup	fuzzy	check if valid
Other inflammatory liver diseases	http://www.ebi.ac.uk/efo/EFO_0001421	Other inflammatory liver diseases	Zooma API lookup	match	
Other diseases of intestine	http://www.ebi.ac.uk/efo/EFO_0009431	Other diseases of intestine	Zooma API lookup	match	
Other diseases of peritoneum					
Other diseases of pancreas	http://www.ebi.ac.uk/efo/EFO_0009605	Other diseases of pancreas	Zooma API lookup	match	
Paralytic ileus	http://purl.obolibrary.org/obo/HP_0002590	Paralytic ileus	OLS API HP exact lookup	match	check if in OT
Diseases of peritoneum					
Acute peritonitis	http://www.ebi.ac.uk/efo/EFO_0008588	peritonitis	OLS API EFO lookup	fuzzy	check if valid
Gastro-oesophageal reflux disease	http://www.ebi.ac.uk/efo/EFO_0003948	Gastro oesophageal reflux disease	Zooma API lookup	match	
Ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	ulcerative colitis	EFO OBO	match	
Umbilical hernia	http://purl.obolibrary.org/obo/HP_0001537	umbilical hernia	Zooma API lookup	match	
Vascular disorders of the intestines	http://purl.obolibrary.org/obo/MONDO_0003159	vascular hemostatic disease	OLS API EFO lookup	fuzzy	check if valid
Ventral hernia	http://www.ebi.ac.uk/efo/EFO_1001866	ventral hernia	EFO OBO	match	
Diabetes, insuline treatment (Kela reimbursement)					
Kidney transplant status					
Kidney transplantation	http://www.ebi.ac.uk/efo/EFO_0003884	chronic kidney disease	OLS API EFO lookup	fuzzy	check if valid
Gonarthrosis [arthrosis of knee](FG)					
Alcohol abuse, main dg	http://www.ebi.ac.uk/efo/EFO_0003829	alcohol abuse	Zooma API lookup	match	
Anxiety disorders	http://www.ebi.ac.uk/efo/EFO_0006788	anxiety disorder	EFO OBO	match	
Any mental disorder	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Any mental disorder, or suicide (or attempt)	http://www.ebi.ac.uk/efo/EFO_0006882	suicide behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Any mental disorder, or suicide (or attempt), or psychic disorders complicating pregnancy, partum or puerperum or nerve system disorders	http://www.ebi.ac.uk/efo/EFO_0009387	peripheral nervous system disease	OLS API EFO lookup	fuzzy	check if valid
Behavioural disorders	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Emotional disorders starting during childhood or adolecense	http://www.ebi.ac.uk/efo/EFO_0007663	childhood aggressive behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Other disorders starting during childhood or adolecense	http://www.ebi.ac.uk/efo/EFO_0007663	childhood aggressive behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Mixed disorders of conduct and emotions					
Any dementia	http://purl.obolibrary.org/obo/HP_0000726	Dementia	OLS API EFO lookup	fuzzy	check if valid
Eating disorders	http://www.ebi.ac.uk/efo/EFO_0005203	eating disorder	OLS API EFO lookup	fuzzy	check if valid
Hyperkinetic disorders	http://www.ebi.ac.uk/efo/EFO_0003888	attention deficit hyperactivity disorder	OLS API EFO lookup	fuzzy	check if valid
Mental retardation	http://www.ebi.ac.uk/efo/EFO_0003847	mental retardation	EFO OBO	match	
Mood disorders	http://www.ebi.ac.uk/efo/EFO_0004247	mood disorder	EFO OBO	match	
Personality disorders					
Schizophrenia or delusion	http://www.ebi.ac.uk/efo/EFO_0000692	schizophrenia	OLS API EFO lookup	fuzzy	check if valid
Nonorganic sleeping disorders	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Speech and linguistic disorders	http://www.ebi.ac.uk/efo/EFO_0004336	speech perception	OLS API EFO lookup	fuzzy	check if valid
Substance abuse	http://purl.obolibrary.org/obo/MONDO_0002491	substance abuse	OLS API EFO lookup	match	
Cutaneous abscess, furuncle and carbuncle	http://www.ebi.ac.uk/efo/EFO_1001489	skin and soft tissue Staphylococcus aureus infection	OLS API EFO lookup	fuzzy	check if valid
Acne	http://www.ebi.ac.uk/efo/EFO_0003894	acne	EFO OBO	match	
Acne vulgaris	http://www.ebi.ac.uk/efo/EFO_0003894	acne	OLS API EFO lookup	match	
Actinic keratosis	http://www.ebi.ac.uk/efo/EFO_0002496	actinic keratosis	EFO OBO	match	
Alergic contact dermatitis	http://www.ebi.ac.uk/efo/EFO_0005319	contact dermatitis	OLS API EFO lookup	fuzzy	check if valid
Atopic dermatitis	http://www.ebi.ac.uk/efo/EFO_0000274	atopic dermatitis	Zooma API lookup	match	
Atrophic disorders of skin	http://www.ebi.ac.uk/efo/EFO_1000766	Atrophic disorders of skin	Zooma API lookup	match	
Other bullous disorders	http://www.orpha.net/ORDO/Orphanet_1867	Bullous dystrophy, macular type	OLS API EFO lookup	fuzzy	check if valid
Bullous disorders	http://www.ebi.ac.uk/efo/EFO_0007187	bullous pemphigoid	OLS API EFO lookup	fuzzy	check if valid
Cellulitis	http://www.ebi.ac.uk/efo/EFO_0003035	cellulitis	EFO OBO	match	
Chronic ulcer of skin, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease	OLS API EFO lookup	fuzzy	check if valid
Corns and callosities	http://www.orpha.net/ORDO/Orphanet_79141	Corns and callosities	Zooma API lookup	match	
Decubitus ulcer and pressure area	http://www.ebi.ac.uk/efo/EFO_0007067	decubitus ulcer	OLS API EFO lookup	fuzzy	check if valid
Dermatitis and eczema	http://purl.obolibrary.org/obo/HP_0000964	Eczema	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified dermatitis	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified dermatitis	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Nummular dermatitis	http://purl.obolibrary.org/obo/MONDO_0002406	dermatitis	OLS API EFO lookup	fuzzy	check if valid
Disorders of skin appendages	http://www.ebi.ac.uk/efo/EFO_0000701	skin disease	OLS API EFO lookup	fuzzy	check if valid
Other epidermal thickening	http://purl.obolibrary.org/obo/HP_0011368	Other epidermal thickening	Zooma API lookup	match	
Other and unspecified epidermal thickening	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Erythema nodosum	http://purl.obolibrary.org/obo/HP_0012219	erythema nodosum	EFO OBO	match	
Other erythematous conditions	http://www.ebi.ac.uk/efo/EFO_0000701	Other erythematous conditions	Zooma API lookup	match	
Other and unspecified erythematous conditions	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other follicular disorders	http://www.ebi.ac.uk/efo/EFO_1000702	Other follicular disorders	Zooma API lookup	match	
Follicular cysts of skin and subcutaneous tissue	http://www.ebi.ac.uk/efo/EFO_1001329	Follicular cysts of skin and subcutaneous tissue	Zooma API lookup	match	
Other and unspecified follicular disorders	http://www.ebi.ac.uk/efo/EFO_0000211	unspecified peripheral T-cell lymphoma	OLS API EFO lookup	fuzzy	check if valid
Granulomatous disorders of skin and subcutaneous tissue	http://www.ebi.ac.uk/efo/EFO_1000705	Granulomatous disorders of skin and subcutaneous tissue	Zooma API lookup	match	
Hypertrophic disorders of skin	http://www.ebi.ac.uk/efo/EFO_0000701	Hypertrophic disorders of skin	Zooma API lookup	match	
Hypertrophic scar	http://www.ebi.ac.uk/efo/EFO_0007747	postburn hypertrophic scarring severity measurement	OLS API EFO lookup	fuzzy	check if valid
Impetigo	http://www.ebi.ac.uk/efo/EFO_1000714	impetigo	EFO OBO	match	
Infective dermatitis	http://purl.obolibrary.org/obo/MONDO_0002406	dermatitis	OLS API EFO lookup	fuzzy	check if valid
Infections of the skin and subcutaneous tissue	http://purl.obolibrary.org/obo/HP_0001482	Subcutaneous nodule	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified local infections of skin and subcutaneous tissue	http://www.ebi.ac.uk/efo/EFO_0000759	lipoma	OLS API EFO lookup	fuzzy	check if valid
Other local infections of skin and subcutaneous tissue	http://www.ebi.ac.uk/efo/EFO_0000701	Other local infections of skin and subcutaneous tissue	Zooma API lookup	match	
Dermatitis due to substances taken internally	http://purl.obolibrary.org/obo/HP_0000964	Dermatitis due to substances taken internally	Zooma API lookup	match	
Lichen planus	http://www.ebi.ac.uk/efo/EFO_1000726	lichen planus	EFO OBO	match	
Lichen sclerosus et atrophicus	http://purl.obolibrary.org/obo/MONDO_0007899	lichen sclerosus et atrophicus	OLS API EFO lookup	match	
Lichen simplex chronicus	http://www.ebi.ac.uk/efo/EFO_1000740	neurodermatitis	EFO OBO	match	
Lichen simplex chronicus and prurigo	http://www.ebi.ac.uk/efo/EFO_1000724	Lichen simplex chronicus and prurigo	Zooma API lookup	match	
Acute lymphadenitis	http://purl.obolibrary.org/obo/HP_0002840	Acute lymphadenitis	Zooma API lookup	match	
Nail disorders	http://www.orpha.net/ORDO/Orphanet_183454	Nail disorders	Zooma API lookup	match	
Ingrowing nail					
Skin changes due to chronic exposure to nonionizing radiation	http://www.ebi.ac.uk/efo/EFO_0009565	Skin changes due to chronic exposure to nonionizing radiation	Zooma API lookup	match	
Other acute skin changes due to ultraviolet radiation	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified acute skin changes due to ultraviolet radiation	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Other contact dermatitis	http://purl.obolibrary.org/obo/MONDO_0006596	photoallergic dermatitis	OLS API EFO lookup	fuzzy	check if valid
Other disorders of skin and subcutaneous tissue, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_1000707	hemangioma of subcutaneous tissue	OLS API EFO lookup	fuzzy	check if valid
Other disorders of skin and subcutaneous tissue	http://www.ebi.ac.uk/efo/EFO_1000707	hemangioma of subcutaneous tissue	OLS API EFO lookup	fuzzy	check if valid
Other disorders of pigmentation	http://www.ebi.ac.uk/efo/EFO_1000755	Other disorders of pigmentation	Zooma API lookup	match	
Papulosquamous disorders	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Pilonidal cyst	http://purl.obolibrary.org/obo/HP_0010771	Pilonidal cyst	Zooma API lookup	match	
Pruritus	http://purl.obolibrary.org/obo/HP_0000989	pruritus	OT Zooma Mappings	match	
Psoriasis	http://www.ebi.ac.uk/efo/EFO_0000676	psoriasis	EFO OBO	match	
Arthropathic psoriasis	http://www.ebi.ac.uk/efo/EFO_0003778	psoriatic arthritis	OLS API EFO lookup	match	
Other and unspecified psoriasis	http://www.ebi.ac.uk/efo/EFO_0000676	psoriasis	OLS API EFO lookup	fuzzy	check if valid
Pustulosis palmaris et plantaris	http://www.ebi.ac.uk/efo/EFO_0000676	psoriasis	OLS API EFO lookup	match	
Psoriasis vulgaris	http://www.ebi.ac.uk/efo/EFO_1001494	psoriasis vulgaris	EFO OBO	match	
Radiation-related disorders of the skin and subcutaneous tissue	http://www.ebi.ac.uk/efo/EFO_1000707	hemangioma of subcutaneous tissue	OLS API EFO lookup	fuzzy	check if valid
Rosacea	http://www.ebi.ac.uk/efo/EFO_1000760	rosacea	EFO OBO	match	
Other and unspcified rosacea					
Scar conditions and fibrosis of skin	http://www.ebi.ac.uk/efo/EFO_0007183	bronchiolitis obliterans	OLS API EFO lookup	fuzzy	check if valid
Seborrhoeic dermatitis	http://www.ebi.ac.uk/efo/EFO_1000764	Seborrhoeic dermatitis	Zooma API lookup	match	
Seborrhoeic keratosis	http://www.ebi.ac.uk/efo/EFO_0005584	Seborrhoeic keratosis	Zooma API lookup	match	
Diseases of the skin and subcutaneous tissue	http://purl.obolibrary.org/obo/HP_0001482	Subcutaneous nodule	OLS API EFO lookup	fuzzy	check if valid
