query	term	label	source	quality	action
Other benign neoplasms of connective and other soft tissue (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Connective and other soft tissue of head, face and neck					
Benign neoplasm: Connective and other soft tissue of head, face and neck (other cancers excluded from controls)					
Benign neoplasm: Connective and other soft tissue of lower limb, including hip	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Connective and other soft tissue of lower limb, including hip (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Connective and other soft tissue, unspecified	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Connective and other soft tissue, unspecified (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Cranial nerves	http://www.ebi.ac.uk/efo/EFO_0002431	tumour of cranial and spinal nerves	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Cranial nerves (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002431	tumour of cranial and spinal nerves	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Descending colon	http://www.ebi.ac.uk/efo/EFO_0004288	colonic neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Descending colon (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Duodenum	http://www.ebi.ac.uk/efo/EFO_1000907	duodenal benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Duodenum (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000907	duodenal benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Middle ear, nasal cavity and accessory sinuses					
Benign neoplasm: Middle ear, nasal cavity and accessory sinuses (other cancers excluded from controls)					
Benign neoplasm of middle ear and respiratory system	http://www.ebi.ac.uk/efo/EFO_0003853	Benign neoplasm of middle ear and respiratory system	Zooma API lookup	match	
Benign neoplasm of middle ear and respiratory system (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0021666	ear infection	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of other and unspecified endocrine glands	http://www.ebi.ac.uk/efo/EFO_0003769	Benign neoplasm of other and unspecified endocrine glands	Zooma API lookup	match	
Benign neoplasm of other and unspecified endocrine glands (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasms (other cancers excluded from controls)					
Benign neoplasm of eye and adnexa	http://www.ebi.ac.uk/efo/EFO_0009546	eye adnexa disease	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of eye and adnexa (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0009546	eye adnexa disease	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of other and unspecified female genital organs	http://www.ebi.ac.uk/efo/EFO_1001331	Benign neoplasm of other and unspecified female genital organs	Zooma API lookup	match	
Benign neoplasm of other and unspecified female genital organs (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Haemangioma and lymphangioma, any site	http://www.ebi.ac.uk/efo/EFO_1000635	"""Haemangioma and lymphangioma, any site"""	Zooma API lookup	match	
Haemangioma and lymphangioma, any site (other cancers excluded from controls)					
Haemangioma, any site					
Haemangioma, any site (other cancers excluded from controls)					
Benign neoplasm: Kidney	http://www.ebi.ac.uk/efo/EFO_1000111	Benign Kidney Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Kidney (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000111	Benign Kidney Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Larynx	http://www.ebi.ac.uk/efo/EFO_0003817	laryngeal neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Larynx (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0003817	laryngeal neoplasm	OLS API EFO lookup	fuzzy	check if valid
Leiomyoma of uterus	http://www.ebi.ac.uk/efo/EFO_0000731	Leiomyoma of uterus	Zooma API lookup	match	
Leiomyoma of uterus (other cancers excluded from controls)	http://purl.obolibrary.org/obo/HP_0000131	Uterine leiomyoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Lip	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm	http://purl.obolibrary.org/obo/MONDO_0044983	benign lipomatous neoplasm	EFO OBO	match	
Benign lipomatous neoplasm (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0044983	benign lipomatous neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm of other sites/unspecified	http://purl.obolibrary.org/obo/MONDO_0044983	benign lipomatous neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm of other sites/unspecified (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0044983	benign lipomatous neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck					
Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck (other cancers excluded from controls)					
Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs	http://www.ebi.ac.uk/efo/EFO_1000707	hemangioma of subcutaneous tissue	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000707	hemangioma of subcutaneous tissue	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk	http://www.ebi.ac.uk/efo/EFO_1000707	hemangioma of subcutaneous tissue	OLS API EFO lookup	fuzzy	check if valid
Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000707	hemangioma of subcutaneous tissue	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Lip (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Liver	http://www.ebi.ac.uk/efo/EFO_1001513	liver neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Liver (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1001513	liver neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Liver/bile ducts	http://purl.obolibrary.org/obo/MONDO_0024477	liver and intrahepatic bile duct neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Liver/bile ducts (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1001513	liver neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of male genital organs	http://www.ebi.ac.uk/efo/EFO_0007355	male reproductive organ cancer	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of male genital organs (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi	http://www.ebi.ac.uk/efo/EFO_0009675	Melanocytic naevi	Zooma API lookup	match	
Melanocytic naevi (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000493	Primary Melanocytic Lesion of Meninges	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of other and unspecified parts of face	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of other and unspecified parts of face (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of lower limb, including hip					
Melanocytic naevi of lower limb, including hip (other cancers excluded from controls)					
Melanocytic naevi, other sites/unspecified	http://www.ebi.ac.uk/efo/EFO_0009675	melanocytic nevus	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi, other sites/unspecified (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000493	Primary Melanocytic Lesion of Meninges	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of scalp and neck	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of scalp and neck (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of trunk	http://www.ebi.ac.uk/efo/EFO_0009675	melanocytic nevus	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of trunk (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000493	Primary Melanocytic Lesion of Meninges	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of upper limb, including shoulder					
Melanocytic naevi of upper limb, including shoulder (other cancers excluded from controls)					
Benign neoplasm of meninges	http://www.ebi.ac.uk/efo/EFO_1000107	Benign neoplasm of meninges	Zooma API lookup	match	
Benign neoplasm: Cerebral meninges	http://www.ebi.ac.uk/efo/EFO_1000109	Benign Childhood Cerebral Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Cerebral meninges (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000109	Benign Childhood Cerebral Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of meninges (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Beningn neoplasm: Meninges, unspecified	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Beningn neoplasm: Meninges, unspecified (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Other and unspecified parts of mouth	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Other and unspecified parts of mouth (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of mouth and pharynx	http://www.ebi.ac.uk/efo/EFO_0003868	Benign neoplasm of mouth and pharynx	Zooma API lookup	match	
Benign neoplasm of mouth and pharynx (other cancers excluded from controls)					
Benign neoplasm: Other/unspecified site	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Other/unspecified site (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of other and ill-defined parts of digestive system	http://www.ebi.ac.uk/efo/EFO_0008549	Benign neoplasm of other and ill-defined parts of digestive system	Zooma API lookup	match	
Benign neoplasm of other and ill-defined parts of digestive system (other cancers excluded from controls)					
Benign neoplasm of other and unspecified sites	http://www.ebi.ac.uk/efo/EFO_0002422	Benign neoplasm of other and unspecified sites	Zooma API lookup	match	
Benign neoplasm of other and unspecified sites (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of ovary	http://purl.obolibrary.org/obo/MONDO_0000646	ovarian benign neoplasm	EFO OBO	match	
Benign neoplasm of ovary (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0000646	ovarian benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Parotid gland	http://www.ebi.ac.uk/efo/EFO_0003873	parotid neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Parotid gland (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0003873	parotid neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Peripheral nerves and autonomic nervous system					
Benign neoplasm: Peripheral nerves and autonomic nervous system (other cancers excluded from controls)					
Benign neoplasm: Pituitary gland, craniopharyngeal duct	http://purl.obolibrary.org/obo/MONDO_0003257	posterior pituitary gland neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Pituitary gland, craniopharyngeal duct (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0003257	posterior pituitary gland neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Rectosigmoid junction	http://purl.obolibrary.org/obo/MONDO_0002423	rectosigmoid junction neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Rectosigmoid junction (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0002423	rectosigmoid junction neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Rectum	http://purl.obolibrary.org/obo/MONDO_0021462	benign neoplasm of rectum	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Rectum, anus and anal canal	http://www.ebi.ac.uk/efo/EFO_0003835	anal neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Rectum, anus and anal canal (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0003835	anal neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Rectum (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0021462	benign neoplasm of rectum	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of major salivary glands	http://www.ebi.ac.uk/efo/EFO_0003826	Benign neoplasm of major salivary glands	Zooma API lookup	match	
Benign neoplasm of major salivary glands (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0044743	major salivary gland cancer	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: other/unspecified salivary gland	http://purl.obolibrary.org/obo/MONDO_0021460	benign neoplasm of salivary gland	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: other/unspecified salivary gland (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0021460	benign neoplasm of salivary gland	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Sigmoid colon	http://www.ebi.ac.uk/efo/EFO_1001181	sigmoid neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Sigmoid colon (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1001181	sigmoid neoplasm	OLS API EFO lookup	fuzzy	check if valid
Other benign neoplasms of skin	http://www.ebi.ac.uk/efo/EFO_0004198	Other benign neoplasms of skin	Zooma API lookup	match	
Benign neoplasm: Skin of ear and external auricular canal					
Benign neoplasm: Skin of ear and external auricular canal (other cancers excluded from controls)					
Other benign neoplasms of skin (other cancers excluded from controls)					
Benign neoplasm: Skin of eyelid, including canthus	http://purl.obolibrary.org/obo/MONDO_0020173	benign tumor of palpebral epidermis	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of eyelid, including canthus (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0021605	benign eyelid neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of other and unspecified parts of face	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of other and unspecified parts of face (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of lip	http://www.ebi.ac.uk/efo/EFO_1000120	Benign Skin Appendage Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of lip (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000120	Benign Skin Appendage Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of lower limb, including hip	http://www.ebi.ac.uk/efo/EFO_1000120	Benign Skin Appendage Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of lower limb, including hip (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000120	Benign Skin Appendage Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin, unspecified	http://www.ebi.ac.uk/efo/EFO_1000120	Benign Skin Appendage Neoplasm	OLS API EFO lookup	fuzzy	check if valid
